compound_entity	drugbank_id	drug_name	relation	disease_entity	umls_cui	disease_name	sem_type	label	num_raw_rows
Compound::DB00620	DB00620	Triamcinolone	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0006444	C0006444	Bursitis	Disease or Syndrome	approved	1
Compound::DB00741	DB00741	Hydrocortisone	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0006444	C0006444	Bursitis	Disease or Syndrome	approved	1
Compound::DB00788	DB00788	Naproxen	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0006444	C0006444	Bursitis	Disease or Syndrome	approved	1
Compound::DB00860	DB00860	Prednisolone	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0006444	C0006444	Bursitis	Disease or Syndrome	approved	1
Compound::DB00959	DB00959	Methylprednisolone	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0006444	C0006444	Bursitis	Disease or Syndrome	approved	1
Compound::DB01234	DB01234	Dexamethasone	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0006444	C0006444	Bursitis	Disease or Syndrome	approved	1
Compound::DB01380	DB01380	Cortisone acetate	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0006444	C0006444	Bursitis	Disease or Syndrome	approved	1
Compound::DB01397	DB01397	Magnesium salicylate	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0006444	C0006444	Bursitis	Disease or Syndrome	approved	1
Compound::DB00681	DB00681	Amphotericin B	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0006840	C0006840	Candidiasis	Disease or Syndrome	approved	1
Compound::DB01263	DB01263	Posaconazole	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0006840	C0006840	Candidiasis	Disease or Syndrome	approved	1
Compound::DB00257	DB00257	Clotrimazole	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0006846	C0006846	Cutaneous Candidiasis	Disease or Syndrome	approved	1
Compound::DB00620	DB00620	Triamcinolone	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0006846	C0006846	Cutaneous Candidiasis	Disease or Syndrome	approved	1
Compound::DB00646	DB00646	Nystatin	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0006846	C0006846	Cutaneous Candidiasis	Disease or Syndrome	approved	1
Compound::DB00681	DB00681	Amphotericin B	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0006846	C0006846	Cutaneous Candidiasis	Disease or Syndrome	approved	1
Compound::DB01026	DB01026	Ketoconazole	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0006846	C0006846	Cutaneous Candidiasis	Disease or Syndrome	approved	1
Compound::DB01110	DB01110	Miconazole	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0006846	C0006846	Cutaneous Candidiasis	Disease or Syndrome	approved	1
Compound::DB01127	DB01127	Econazole	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0006846	C0006846	Cutaneous Candidiasis	Disease or Syndrome	approved	1
Compound::DB01188	DB01188	Ciclopirox	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0006846	C0006846	Cutaneous Candidiasis	Disease or Syndrome	approved	1
Compound::DB09321	DB09321	Zinc oxide	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0006846	C0006846	Cutaneous Candidiasis	Disease or Syndrome	approved	1
Compound::DB00196	DB00196	Fluconazole	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0006848	C0006848	Mucocutaneous candidiasis	Disease or Syndrome	approved	1
Compound::DB00646	DB00646	Nystatin	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0006848	C0006848	Mucocutaneous candidiasis	Disease or Syndrome	approved	1
Compound::DB00196	DB00196	Fluconazole	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0006849	C0006849	Oral candidiasis	Disease or Syndrome	approved	1
Compound::DB00257	DB00257	Clotrimazole	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0006849	C0006849	Oral candidiasis	Disease or Syndrome	approved	1
Compound::DB00646	DB00646	Nystatin	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0006849	C0006849	Oral candidiasis	Disease or Syndrome	approved	1
Compound::DB00681	DB00681	Amphotericin B	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0006849	C0006849	Oral candidiasis	Disease or Syndrome	approved	1
Compound::DB01026	DB01026	Ketoconazole	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0006849	C0006849	Oral candidiasis	Disease or Syndrome	approved	1
Compound::DB00002	DB00002	Cetuximab	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0007102	C0007102	Malignant tumor of colon	Neoplastic Process	approved	1
Compound::DB00432	DB00432	Trifluridine	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0007102	C0007102	Malignant tumor of colon	Neoplastic Process	approved	1
Compound::DB00544	DB00544	Fluorouracil	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0007102	C0007102	Malignant tumor of colon	Neoplastic Process	approved	1
Compound::DB09343	DB09343	Tipiracil	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0007102	C0007102	Malignant tumor of colon	Neoplastic Process	approved	1
Compound::DB00279	DB00279	Liothyronine	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0007115	C0007115	Malignant neoplasm of thyroid	Neoplastic Process	approved	1
Compound::DB00451	DB00451	Levothyroxine	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0007115	C0007115	Malignant neoplasm of thyroid	Neoplastic Process	approved	1
Compound::DB00997	DB00997	Doxorubicin	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0007115	C0007115	Malignant neoplasm of thyroid	Neoplastic Process	approved	1
Compound::DB08828	DB08828	Vismodegib	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0007117	C0007117	Basal cell carcinoma	Neoplastic Process	approved	1
Compound::DB09143	DB09143	Sonidegib	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0007117	C0007117	Basal cell carcinoma	Neoplastic Process	approved	1
Compound::DB00317	DB00317	Gefitinib	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0007131	C0007131	Non-Small Cell Lung Carcinoma	Neoplastic Process	approved	1
Compound::DB00361	DB00361	Vinorelbine	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0007131	C0007131	Non-Small Cell Lung Carcinoma	Neoplastic Process	approved	1
Compound::DB00441	DB00441	Gemcitabine	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0007131	C0007131	Non-Small Cell Lung Carcinoma	Neoplastic Process	approved	1
Compound::DB00530	DB00530	Erlotinib	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0007131	C0007131	Non-Small Cell Lung Carcinoma	Neoplastic Process	approved	1
Compound::DB00642	DB00642	Pemetrexed	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0007131	C0007131	Non-Small Cell Lung Carcinoma	Neoplastic Process	approved	1
Compound::DB00707	DB00707	Porfimer	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0007131	C0007131	Non-Small Cell Lung Carcinoma	Neoplastic Process	approved	1
Compound::DB01229	DB01229	Paclitaxel	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0007131	C0007131	Non-Small Cell Lung Carcinoma	Neoplastic Process	approved	1
Compound::DB01248	DB01248	Docetaxel	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0007131	C0007131	Non-Small Cell Lung Carcinoma	Neoplastic Process	approved	1
Compound::DB05578	DB05578	Ramucirumab	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0007131	C0007131	Non-Small Cell Lung Carcinoma	Neoplastic Process	approved	1
Compound::DB09035	DB09035	Nivolumab	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0007131	C0007131	Non-Small Cell Lung Carcinoma	Neoplastic Process	approved	1
Compound::DB09037	DB09037	Pembrolizumab	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0007131	C0007131	Non-Small Cell Lung Carcinoma	Neoplastic Process	approved	1
Compound::DB09079	DB09079	Nintedanib	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0007131	C0007131	Non-Small Cell Lung Carcinoma	Neoplastic Process	approved	1
Compound::DB09559	DB09559	Necitumumab	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0007131	C0007131	Non-Small Cell Lung Carcinoma	Neoplastic Process	approved	1
Compound::DB11363	DB11363	Alectinib	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0007131	C0007131	Non-Small Cell Lung Carcinoma	Neoplastic Process	approved	1
Compound::DB00398	DB00398	Sorafenib	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0007134	C0007134	Renal Cell Carcinoma	Neoplastic Process	approved	1
Compound::DB00877	DB00877	Sirolimus	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0007134	C0007134	Renal Cell Carcinoma	Neoplastic Process	approved	1
Compound::DB01268	DB01268	Sunitinib	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0007134	C0007134	Renal Cell Carcinoma	Neoplastic Process	approved	1
Compound::DB01590	DB01590	Everolimus	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0007134	C0007134	Renal Cell Carcinoma	Neoplastic Process	approved	1
Compound::DB06287	DB06287	Temsirolimus	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0007134	C0007134	Renal Cell Carcinoma	Neoplastic Process	approved	1
Compound::DB06589	DB06589	Pazopanib	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0007134	C0007134	Renal Cell Carcinoma	Neoplastic Process	approved	1
Compound::DB06626	DB06626	Axitinib	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0007134	C0007134	Renal Cell Carcinoma	Neoplastic Process	approved	1
Compound::DB06824	DB06824	Triethylenetetramine	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0007134	C0007134	Renal Cell Carcinoma	Neoplastic Process	approved	1
Compound::DB08875	DB08875	Cabozantinib	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0007134	C0007134	Renal Cell Carcinoma	Neoplastic Process	approved	1
Compound::DB00290	DB00290	Bleomycin	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0007137	C0007137	Squamous cell carcinoma	Neoplastic Process	approved	1
Compound::DB11595	DB11595	Atezolizumab	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0007138	C0007138	Carcinoma, Transitional Cell	Neoplastic Process	approved	1
Compound::DB00571	DB00571	Propranolol	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0007194	C0007194	Hypertrophic Cardiomyopathy	Disease or Syndrome	approved	1
Compound::DB00266	DB00266	Dicoumarol	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0007780	C0007780	Cerebral Embolism	Disease or Syndrome	approved	1
Compound::DB00682	DB00682	Warfarin	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0007780	C0007780	Cerebral Embolism	Disease or Syndrome	approved	1
Compound::DB00758	DB00758	Clopidogrel	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0007780	C0007780	Cerebral Embolism	Disease or Syndrome	approved	1
Compound::DB00797	DB00797	Tolazoline	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0007820	C0007820	Cerebrovascular Disorders	Disease or Syndrome	approved	1
Compound::DB08941	DB08941	Isoxsuprine	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0007820	C0007820	Cerebrovascular Disorders	Disease or Syndrome	approved	1
Compound::DB00290	DB00290	Bleomycin	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0007847	C0007847	Malignant tumor of cervix	Neoplastic Process	approved	1
Compound::DB01030	DB01030	Topotecan	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0007847	C0007847	Malignant tumor of cervix	Neoplastic Process	approved	1
Compound::DB00207	DB00207	Azithromycin	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0007947	C0007947	Chancroids	Disease or Syndrome	approved	1
Compound::DB00254	DB00254	Doxycycline	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0007947	C0007947	Chancroids	Disease or Syndrome	approved	1
Compound::DB00263	DB00263	Sulfisoxazole	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0007947	C0007947	Chancroids	Disease or Syndrome	approved	1
Compound::DB00537	DB00537	Ciprofloxacin	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0007947	C0007947	Chancroids	Disease or Syndrome	approved	1
Compound::DB00618	DB00618	Demeclocycline	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0007947	C0007947	Chancroids	Disease or Syndrome	approved	1
Compound::DB01017	DB01017	Minocycline	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0007947	C0007947	Chancroids	Disease or Syndrome	approved	1
Compound::DB01059	DB01059	Norfloxacin	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0007947	C0007947	Chancroids	Disease or Syndrome	approved	1
Compound::DB01082	DB01082	Streptomycin	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0007947	C0007947	Chancroids	Disease or Syndrome	approved	1
Compound::DB01165	DB01165	Ofloxacin	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0007947	C0007947	Chancroids	Disease or Syndrome	approved	1
Compound::DB01212	DB01212	Ceftriaxone	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0007947	C0007947	Chancroids	Disease or Syndrome	approved	1
Compound::DB02703	DB02703	Fusidic Acid	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0007947	C0007947	Chancroids	Disease or Syndrome	approved	1
Compound::DB00577	DB00577	Valaciclovir	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0008049	C0008049	Chickenpox	Disease or Syndrome	approved	1
Compound::DB00787	DB00787	Aciclovir	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0008049	C0008049	Chickenpox	Disease or Syndrome	approved	1
Compound::DB00254	DB00254	Doxycycline	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0008149	C0008149	Chlamydia Infections	Disease or Syndrome	approved	1
Compound::DB02703	DB02703	Fusidic Acid	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0008149	C0008149	Chlamydia Infections	Disease or Syndrome	approved	1
Compound::DB00199	DB00199	Erythromycin	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0008311	C0008311	Cholangitis	Disease or Syndrome	approved	1
Compound::DB00415	DB00415	Ampicillin	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0008311	C0008311	Cholangitis	Disease or Syndrome	approved	1
Compound::DB00479	DB00479	Amikacin	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0008311	C0008311	Cholangitis	Disease or Syndrome	approved	1
Compound::DB00798	DB00798	Gentamicin	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0008311	C0008311	Cholangitis	Disease or Syndrome	approved	1
Compound::DB01172	DB01172	Kanamycin	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0008311	C0008311	Cholangitis	Disease or Syndrome	approved	1
Compound::DB01327	DB01327	Cefazolin	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0008311	C0008311	Cholangitis	Disease or Syndrome	approved	1
Compound::DB02703	DB02703	Fusidic Acid	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0008311	C0008311	Cholangitis	Disease or Syndrome	approved	1
Compound::DB09324	DB09324	Sulbactam	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0008311	C0008311	Cholangitis	Disease or Syndrome	approved	1
Compound::DB01586	DB01586	Ursodeoxycholic acid	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0008312	C0008312	Primary biliary cirrhosis	Disease or Syndrome	approved	1
Compound::DB06211	DB06211	Doripenem	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0008325	C0008325	Cholecystitis	Disease or Syndrome	approved	1
Compound::DB01586	DB01586	Ursodeoxycholic acid	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0008350	C0008350	Cholelithiasis	Disease or Syndrome	approved	1
Compound::DB02659	DB02659	Cholic Acid	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0008350	C0008350	Cholelithiasis	Disease or Syndrome	approved	1
Compound::DB06777	DB06777	Chenodeoxycholic acid	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0008350	C0008350	Cholelithiasis	Disease or Syndrome	approved	1
Compound::DB00254	DB00254	Doxycycline	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0008354	C0008354	Cholera	Disease or Syndrome	approved	1
Compound::DB01017	DB01017	Minocycline	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0008354	C0008354	Cholera	Disease or Syndrome	approved	1
Compound::DB02703	DB02703	Fusidic Acid	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0008354	C0008354	Cholera	Disease or Syndrome	approved	1
Compound::DB00359	DB00359	Sulfadiazine	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0008513	C0008513	Chorioretinitis	Disease or Syndrome	approved	1
Compound::DB00591	DB00591	Fluocinolone Acetonide	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0008526	C0008526	Choroiditis	Disease or Syndrome	approved	1
Compound::DB00036	DB00036	Coagulation factor VIIa Recombinant Human	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0008533	C0008533	Hemophilia B	Disease or Syndrome	approved	1
Compound::DB00100	DB00100	Coagulation Factor IX	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0008533	C0008533	Hemophilia B	Disease or Syndrome	approved	1
Compound::DB11608	DB11608	Eftrenonacog alfa	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0008533	C0008533	Hemophilia B	Disease or Syndrome	approved	1
Compound::DB01026	DB01026	Ketoconazole	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0008582	C0008582	Chromoblastomycosis	Disease or Syndrome	approved	1
Compound::DB01263	DB01263	Posaconazole	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0008582	C0008582	Chromoblastomycosis	Disease or Syndrome	approved	1
Compound::DB00651	DB00651	Dyphylline	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0008677	C0008677	Bronchitis, Chronic	Disease or Syndrome	approved	1
Compound::DB01274	DB01274	Arformoterol	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0008677	C0008677	Bronchitis, Chronic	Disease or Syndrome	approved	1
Compound::DB01409	DB01409	Tiotropium	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0008677	C0008677	Bronchitis, Chronic	Disease or Syndrome	approved	1
Compound::DB09082	DB09082	Vilanterol	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0008677	C0008677	Bronchitis, Chronic	Disease or Syndrome	approved	1
Compound::DB08874	DB08874	Fidaxomicin	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0009062	C0009062	Clostridium Infections	Disease or Syndrome	approved	1
Compound::DB00201	DB00201	Caffeine	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0009088	C0009088	Cluster Headache	Disease or Syndrome	approved	1
Compound::DB00320	DB00320	Dihydroergotamine	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0009088	C0009088	Cluster Headache	Disease or Syndrome	approved	1
Compound::DB00669	DB00669	Sumatriptan	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0009088	C0009088	Cluster Headache	Disease or Syndrome	approved	1
Compound::DB00696	DB00696	Ergotamine	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0009088	C0009088	Cluster Headache	Disease or Syndrome	approved	1
Compound::DB01174	DB01174	Phenobarbital	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0009088	C0009088	Cluster Headache	Disease or Syndrome	approved	1
Compound::DB00681	DB00681	Amphotericin B	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0009186	C0009186	Coccidioidomycosis	Disease or Syndrome	approved	1
Compound::DB01026	DB01026	Ketoconazole	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0009186	C0009186	Coccidioidomycosis	Disease or Syndrome	approved	1
Compound::DB01263	DB01263	Posaconazole	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0009186	C0009186	Coccidioidomycosis	Disease or Syndrome	approved	1
Compound::DB00051	DB00051	Adalimumab	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0009324	C0009324	Ulcerative Colitis	Disease or Syndrome	approved	1
Compound::DB00065	DB00065	Infliximab	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0009324	C0009324	Ulcerative Colitis	Disease or Syndrome	approved	1
Compound::DB00244	DB00244	Mesalazine	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0009324	C0009324	Ulcerative Colitis	Disease or Syndrome	approved	1
Compound::DB00359	DB00359	Sulfadiazine	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0009324	C0009324	Ulcerative Colitis	Disease or Syndrome	approved	1
Compound::DB00741	DB00741	Hydrocortisone	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0009324	C0009324	Ulcerative Colitis	Disease or Syndrome	approved	1
Compound::DB00795	DB00795	Sulfasalazine	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0009324	C0009324	Ulcerative Colitis	Disease or Syndrome	approved	1
Compound::DB00860	DB00860	Prednisolone	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0009324	C0009324	Ulcerative Colitis	Disease or Syndrome	approved	1
Compound::DB01014	DB01014	Balsalazide	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0009324	C0009324	Ulcerative Colitis	Disease or Syndrome	approved	1
Compound::DB01380	DB01380	Cortisone acetate	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0009324	C0009324	Ulcerative Colitis	Disease or Syndrome	approved	1
Compound::DB06674	DB06674	golimumab	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0009324	C0009324	Ulcerative Colitis	Disease or Syndrome	approved	1
Compound::DB09033	DB09033	Vedolizumab	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0009324	C0009324	Ulcerative Colitis	Disease or Syndrome	approved	1
Compound::DB00145	DB00145	Glycine	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0009443	C0009443	Common Cold	Disease or Syndrome	approved	1
Compound::DB00201	DB00201	Caffeine	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0009443	C0009443	Common Cold	Disease or Syndrome	approved	1
Compound::DB00316	DB00316	Acetaminophen	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0009443	C0009443	Common Cold	Disease or Syndrome	approved	1
Compound::DB00318	DB00318	Codeine	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0009443	C0009443	Common Cold	Disease or Syndrome	approved	1
Compound::DB00327	DB00327	Hydromorphone	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0009443	C0009443	Common Cold	Disease or Syndrome	approved	1
Compound::DB00341	DB00341	Cetirizine	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0009443	C0009443	Common Cold	Disease or Syndrome	approved	1
Compound::DB00366	DB00366	Doxylamine	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0009443	C0009443	Common Cold	Disease or Syndrome	approved	1
Compound::DB00388	DB00388	Phenylephrine	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0009443	C0009443	Common Cold	Disease or Syndrome	approved	1
Compound::DB00397	DB00397	Phenylpropanolamine	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0009443	C0009443	Common Cold	Disease or Syndrome	approved	1
Compound::DB00427	DB00427	Triprolidine	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0009443	C0009443	Common Cold	Disease or Syndrome	approved	1
Compound::DB00455	DB00455	Loratadine	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0009443	C0009443	Common Cold	Disease or Syndrome	approved	1
Compound::DB00462	DB00462	Methylscopolamine bromide	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0009443	C0009443	Common Cold	Disease or Syndrome	approved	1
Compound::DB00514	DB00514	Dextromethorphan	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0009443	C0009443	Common Cold	Disease or Syndrome	approved	1
Compound::DB00719	DB00719	Azatadine	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0009443	C0009443	Common Cold	Disease or Syndrome	approved	1
Compound::DB00747	DB00747	Scopolamine	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0009443	C0009443	Common Cold	Disease or Syndrome	approved	1
Compound::DB00748	DB00748	Carbinoxamine	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0009443	C0009443	Common Cold	Disease or Syndrome	approved	1
Compound::DB00852	DB00852	Pseudoephedrine	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0009443	C0009443	Common Cold	Disease or Syndrome	approved	1
Compound::DB00874	DB00874	Guaifenesin	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0009443	C0009443	Common Cold	Disease or Syndrome	approved	1
Compound::DB00936	DB00936	Salicylic acid	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0009443	C0009443	Common Cold	Disease or Syndrome	approved	1
Compound::DB00945	DB00945	Acetylsalicylic acid	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0009443	C0009443	Common Cold	Disease or Syndrome	approved	1
Compound::DB00956	DB00956	Hydrocodone	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0009443	C0009443	Common Cold	Disease or Syndrome	approved	1
Compound::DB00967	DB00967	Desloratadine	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0009443	C0009443	Common Cold	Disease or Syndrome	approved	1
Compound::DB01064	DB01064	Isoprenaline	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0009443	C0009443	Common Cold	Disease or Syndrome	approved	1
Compound::DB01114	DB01114	Chlorphenamine	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0009443	C0009443	Common Cold	Disease or Syndrome	approved	1
Compound::DB01176	DB01176	Cyclizine	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0009443	C0009443	Common Cold	Disease or Syndrome	approved	1
Compound::DB01237	DB01237	Bromodiphenhydramine	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0009443	C0009443	Common Cold	Disease or Syndrome	approved	1
Compound::DB01240	DB01240	Epoprostenol	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0009443	C0009443	Common Cold	Disease or Syndrome	approved	1
Compound::DB01364	DB01364	Ephedrine	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0009443	C0009443	Common Cold	Disease or Syndrome	approved	1
Compound::DB01551	DB01551	Dihydrocodeine	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0009443	C0009443	Common Cold	Disease or Syndrome	approved	1
Compound::DB01620	DB01620	Pheniramine	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0009443	C0009443	Common Cold	Disease or Syndrome	approved	1
Compound::DB04837	DB04837	Clofedanol	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0009443	C0009443	Common Cold	Disease or Syndrome	approved	1
Compound::DB06691	DB06691	Mepyramine	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0009443	C0009443	Common Cold	Disease or Syndrome	approved	1
Compound::DB06715	DB06715	Potassium Iodide	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0009443	C0009443	Common Cold	Disease or Syndrome	approved	1
Compound::DB06767	DB06767	Ammonium chloride	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0009443	C0009443	Common Cold	Disease or Syndrome	approved	1
Compound::DB08936	DB08936	Chlorcyclizine	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0009443	C0009443	Common Cold	Disease or Syndrome	approved	1
