compound_entity	drugbank_id	drug_name	relation	disease_entity	umls_cui	disease_name	sem_type	label	num_raw_rows
Compound::DB01409	DB01409	Tiotropium	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0024117	C0024117	Chronic Obstructive Airway Disease	Disease or Syndrome	failed_like	1
Compound::DB00642	DB00642	Pemetrexed	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0024121	C0024121	Lung Neoplasms	Neoplastic Process	failed_like	1
Compound::DB00523	DB00523	Alitretinoin	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0024137	C0024137	Lupus Erythematosus, Cutaneous	Disease or Syndrome	failed_like	1
Compound::DB00755	DB00755	Tretinoin	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0024137	C0024137	Lupus Erythematosus, Cutaneous	Disease or Syndrome	failed_like	1
Compound::DB00087	DB00087	Alemtuzumab	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0024141	C0024141	Lupus Erythematosus, Systemic	Disease or Syndrome	failed_like	1
Compound::DB00688	DB00688	Mycophenolate mofetil	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0024141	C0024141	Lupus Erythematosus, Systemic	Disease or Syndrome	failed_like	1
Compound::DB01008	DB01008	Busulfan	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0024141	C0024141	Lupus Erythematosus, Systemic	Disease or Syndrome	failed_like	1
Compound::DB01024	DB01024	Mycophenolic acid	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0024141	C0024141	Lupus Erythematosus, Systemic	Disease or Syndrome	failed_like	2
Compound::DB01073	DB01073	Fludarabine	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0024141	C0024141	Lupus Erythematosus, Systemic	Disease or Syndrome	failed_like	1
Compound::DB01281	DB01281	Mycophenolate mofetil	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0024141	C0024141	Lupus Erythematosus, Systemic	Disease or Syndrome	failed_like	1
Compound::DB00065	DB00065	Infliximab	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0024143	C0024143	Lupus Nephritis	Disease or Syndrome	failed_like	1
Compound::DB00073	DB00073	Rituximab	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0024143	C0024143	Lupus Nephritis	Disease or Syndrome	failed_like	2
Compound::DB00091	DB00091	Cyclosporine	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0024143	C0024143	Lupus Nephritis	Disease or Syndrome	failed_like	1
Compound::DB00531	DB00531	Cyclophosphamide	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0024143	C0024143	Lupus Nephritis	Disease or Syndrome	failed_like	2
Compound::DB00688	DB00688	Mycophenolate mofetil	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0024143	C0024143	Lupus Nephritis	Disease or Syndrome	failed_like	6
Compound::DB00860	DB00860	Prednisolone	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0024143	C0024143	Lupus Nephritis	Disease or Syndrome	failed_like	4
Compound::DB00864	DB00864	Tacrolimus	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0024143	C0024143	Lupus Nephritis	Disease or Syndrome	failed_like	2
Compound::DB00959	DB00959	Methylprednisolone	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0024143	C0024143	Lupus Nephritis	Disease or Syndrome	failed_like	2
Compound::DB00993	DB00993	Azathioprine	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0024143	C0024143	Lupus Nephritis	Disease or Syndrome	failed_like	2
Compound::DB01024	DB01024	Mycophenolic acid	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0024143	C0024143	Lupus Nephritis	Disease or Syndrome	failed_like	12
Compound::DB01097	DB01097	Leflunomide	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0024143	C0024143	Lupus Nephritis	Disease or Syndrome	failed_like	1
Compound::DB08880	DB08880	Teriflunomide	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0024143	C0024143	Lupus Nephritis	Disease or Syndrome	failed_like	1
Compound::DB00019	DB00019	Pegfilgrastim	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0024299	C0024299	Lymphoma	Neoplastic Process	failed_like	1
Compound::DB00041	DB00041	Aldesleukin	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0024305	C0024305	Lymphoma, Non-Hodgkin	Neoplastic Process	failed_like	1
Compound::DB00087	DB00087	Alemtuzumab	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0024305	C0024305	Lymphoma, Non-Hodgkin	Neoplastic Process	failed_like	1
Compound::DB00188	DB00188	Bortezomib	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0024305	C0024305	Lymphoma, Non-Hodgkin	Neoplastic Process	failed_like	1
Compound::DB00194	DB00194	Vidarabine	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0024305	C0024305	Lymphoma, Non-Hodgkin	Neoplastic Process	failed_like	1
Compound::DB00480	DB00480	Lenalidomide	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0024305	C0024305	Lymphoma, Non-Hodgkin	Neoplastic Process	failed_like	1
Compound::DB00773	DB00773	Etoposide	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0024305	C0024305	Lymphoma, Non-Hodgkin	Neoplastic Process	failed_like	2
Compound::DB00958	DB00958	Ifosfamide	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0024305	C0024305	Lymphoma, Non-Hodgkin	Neoplastic Process	failed_like	1
Compound::DB01041	DB01041	Thalidomide	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0024305	C0024305	Lymphoma, Non-Hodgkin	Neoplastic Process	failed_like	1
Compound::DB01042	DB01042	Melphalan	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0024305	C0024305	Lymphoma, Non-Hodgkin	Neoplastic Process	failed_like	1
Compound::DB01073	DB01073	Fludarabine	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0024305	C0024305	Lymphoma, Non-Hodgkin	Neoplastic Process	failed_like	2
Compound::DB01137	DB01137	Levofloxacin	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0024305	C0024305	Lymphoma, Non-Hodgkin	Neoplastic Process	failed_like	1
Compound::DB01165	DB01165	Ofloxacin	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0024305	C0024305	Lymphoma, Non-Hodgkin	Neoplastic Process	failed_like	1
Compound::DB01181	DB01181	Rituximab	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0024305	C0024305	Lymphoma, Non-Hodgkin	Neoplastic Process	failed_like	1
Compound::DB05015	DB05015	Belinostat	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0024305	C0024305	Lymphoma, Non-Hodgkin	Neoplastic Process	failed_like	1
Compound::DB00073	DB00073	Rituximab	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0024314	C0024314	Lymphoproliferative Disorders	Neoplastic Process	failed_like	2
Compound::DB00188	DB00188	Bortezomib	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0024314	C0024314	Lymphoproliferative Disorders	Neoplastic Process	failed_like	1
Compound::DB00073	DB00073	Rituximab	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0024419	C0024419	Waldenstrom Macroglobulinemia	Neoplastic Process	failed_like	1
Compound::DB00480	DB00480	Lenalidomide	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0024419	C0024419	Waldenstrom Macroglobulinemia	Neoplastic Process	failed_like	1
Compound::DB01041	DB01041	Thalidomide	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0024419	C0024419	Waldenstrom Macroglobulinemia	Neoplastic Process	failed_like	1
Compound::DB00358	DB00358	Mefloquine	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0024530	C0024530	Malaria	Disease or Syndrome	failed_like	1
Compound::DB00608	DB00608	Chloroquine	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0024530	C0024530	Malaria	Disease or Syndrome	failed_like	2
Compound::DB00635	DB00635	Prednisone	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0024530	C0024530	Malaria	Disease or Syndrome	failed_like	1
Compound::DB01190	DB01190	Clindamycin	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0024530	C0024530	Malaria	Disease or Syndrome	failed_like	1
Compound::DB00988	DB00988	Dopamine	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0024586	C0024586	Malignant Carcinoid Syndrome	Disease or Syndrome	failed_like	1
Compound::DB09099	DB09099	Somatostatin	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0024586	C0024586	Malignant Carcinoid Syndrome	Disease or Syndrome	failed_like	1
Compound::DB00002	DB00002	Cetuximab	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0024623	C0024623	Malignant neoplasm of stomach	Neoplastic Process	failed_like	1
Compound::DB00041	DB00041	Aldesleukin	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0024623	C0024623	Malignant neoplasm of stomach	Neoplastic Process	failed_like	1
Compound::DB00072	DB00072	Trastuzumab	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0024623	C0024623	Malignant neoplasm of stomach	Neoplastic Process	failed_like	1
Compound::DB00188	DB00188	Bortezomib	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0024623	C0024623	Malignant neoplasm of stomach	Neoplastic Process	failed_like	1
Compound::DB00194	DB00194	Vidarabine	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0024623	C0024623	Malignant neoplasm of stomach	Neoplastic Process	failed_like	1
Compound::DB00215	DB00215	Citalopram	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0024623	C0024623	Malignant neoplasm of stomach	Neoplastic Process	failed_like	1
Compound::DB00322	DB00322	Floxuridine	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0024623	C0024623	Malignant neoplasm of stomach	Neoplastic Process	failed_like	1
Compound::DB00515	DB00515	Cisplatin	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0024623	C0024623	Malignant neoplasm of stomach	Neoplastic Process	failed_like	4
Compound::DB00526	DB00526	Oxaliplatin	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0024623	C0024623	Malignant neoplasm of stomach	Neoplastic Process	failed_like	1
Compound::DB00531	DB00531	Cyclophosphamide	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0024623	C0024623	Malignant neoplasm of stomach	Neoplastic Process	failed_like	1
Compound::DB00762	DB00762	Capecitabine	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0024623	C0024623	Malignant neoplasm of stomach	Neoplastic Process	failed_like	1
Compound::DB01073	DB01073	Fludarabine	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0024623	C0024623	Malignant neoplasm of stomach	Neoplastic Process	failed_like	1
Compound::DB11596	DB11596	Levoleucovorin	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0024623	C0024623	Malignant neoplasm of stomach	Neoplastic Process	failed_like	1
Compound::DB00227	DB00227	Lovastatin	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0025202	C0025202	melanoma	Neoplastic Process	failed_like	1
Compound::DB00724	DB00724	Imiquimod	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0025202	C0025202	melanoma	Neoplastic Process	failed_like	1
Compound::DB00853	DB00853	Temozolomide	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0025202	C0025202	melanoma	Neoplastic Process	failed_like	1
Compound::DB01259	DB01259	Lapatinib	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0025202	C0025202	melanoma	Neoplastic Process	failed_like	1
Compound::DB06176	DB06176	Romidepsin	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0025202	C0025202	melanoma	Neoplastic Process	failed_like	1
Compound::DB00299	DB00299	Penciclovir	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0025281	C0025281	Meniere Disease	Disease or Syndrome	failed_like	1
Compound::DB00426	DB00426	Famciclovir	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0025281	C0025281	Meniere Disease	Disease or Syndrome	failed_like	1
Compound::DB00441	DB00441	Gemcitabine	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0025289	C0025289	Meningitis	Disease or Syndrome	failed_like	1
Compound::DB01109	DB01109	Heparin	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0025517	C0025517	Metabolic Diseases	Disease or Syndrome	failed_like	1
Compound::DB00002	DB00002	Cetuximab	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0026764	C0026764	Multiple Myeloma	Neoplastic Process	failed_like	1
Compound::DB00004	DB00004	Denileukin diftitox	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0026764	C0026764	Multiple Myeloma	Neoplastic Process	failed_like	1
Compound::DB00007	DB00007	Leuprolide	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0026764	C0026764	Multiple Myeloma	Neoplastic Process	failed_like	1
Compound::DB00019	DB00019	Pegfilgrastim	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0026764	C0026764	Multiple Myeloma	Neoplastic Process	failed_like	2
Compound::DB00126	DB00126	Vitamin C	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0026764	C0026764	Multiple Myeloma	Neoplastic Process	failed_like	1
Compound::DB00307	DB00307	Bexarotene	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0026764	C0026764	Multiple Myeloma	Neoplastic Process	failed_like	1
Compound::DB00515	DB00515	Cisplatin	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0026764	C0026764	Multiple Myeloma	Neoplastic Process	failed_like	1
Compound::DB00541	DB00541	Vincristine	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0026764	C0026764	Multiple Myeloma	Neoplastic Process	failed_like	1
Compound::DB00631	DB00631	Clofarabine	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0026764	C0026764	Multiple Myeloma	Neoplastic Process	failed_like	2
Compound::DB00635	DB00635	Prednisone	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0026764	C0026764	Multiple Myeloma	Neoplastic Process	failed_like	2
Compound::DB00749	DB00749	Etodolac	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0026764	C0026764	Multiple Myeloma	Neoplastic Process	failed_like	1
Compound::DB00773	DB00773	Etoposide	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0026764	C0026764	Multiple Myeloma	Neoplastic Process	failed_like	4
Compound::DB00820	DB00820	Tadalafil	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0026764	C0026764	Multiple Myeloma	Neoplastic Process	failed_like	1
Compound::DB00877	DB00877	Sirolimus	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0026764	C0026764	Multiple Myeloma	Neoplastic Process	failed_like	1
Compound::DB00928	DB00928	Azacitidine	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0026764	C0026764	Multiple Myeloma	Neoplastic Process	failed_like	2
Compound::DB00987	DB00987	Melphalan	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0026764	C0026764	Multiple Myeloma	Neoplastic Process	failed_like	1
Compound::DB01254	DB01254	Bortezomib	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0026764	C0026764	Multiple Myeloma	Neoplastic Process	failed_like	1
Compound::DB01590	DB01590	Everolimus	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0026764	C0026764	Multiple Myeloma	Neoplastic Process	failed_like	1
Compound::DB02546	DB02546	Vorinostat	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0026764	C0026764	Multiple Myeloma	Neoplastic Process	failed_like	4
Compound::DB04932	DB04932	Defibrotide	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0026764	C0026764	Multiple Myeloma	Neoplastic Process	failed_like	1
Compound::DB05015	DB05015	Belinostat	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0026764	C0026764	Multiple Myeloma	Neoplastic Process	failed_like	1
Compound::DB00087	DB00087	Alemtuzumab	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0026769	C0026769	Multiple Sclerosis	Disease or Syndrome	failed_like	1
Compound::DB00346	DB00346	Alfuzosin	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0026769	C0026769	Multiple Sclerosis	Disease or Syndrome	failed_like	1
Compound::DB00399	DB00399	Zoledronic acid	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0026769	C0026769	Multiple Sclerosis	Disease or Syndrome	failed_like	1
Compound::DB00531	DB00531	Cyclophosphamide	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0026769	C0026769	Multiple Sclerosis	Disease or Syndrome	failed_like	1
Compound::DB00624	DB00624	Testosterone	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0026769	C0026769	Multiple Sclerosis	Disease or Syndrome	failed_like	3
Compound::DB00877	DB00877	Sirolimus	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0026769	C0026769	Multiple Sclerosis	Disease or Syndrome	failed_like	1
Compound::DB01073	DB01073	Fludarabine	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0026769	C0026769	Multiple Sclerosis	Disease or Syndrome	failed_like	1
Compound::DB01281	DB01281	Abatacept	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0026769	C0026769	Multiple Sclerosis	Disease or Syndrome	failed_like	1
Compound::DB01590	DB01590	Everolimus	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0026769	C0026769	Multiple Sclerosis	Disease or Syndrome	failed_like	1
Compound::DB06710	DB06710	Methyltestosterone	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0026769	C0026769	Multiple Sclerosis	Disease or Syndrome	failed_like	1
Compound::DB08908	DB08908	Dimethyl fumarate	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0026769	C0026769	Multiple Sclerosis	Disease or Syndrome	failed_like	1
Compound::DB00982	DB00982	Isotretinoin	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0026948	C0026948	Mycosis Fungoides	Neoplastic Process	failed_like	1
Compound::DB06285	DB06285	Teriparatide	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0026987	C0026987	Myelofibrosis	Neoplastic Process	failed_like	1
Compound::DB00194	DB00194	Vidarabine	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0027022	C0027022	Myeloproliferative disease	Neoplastic Process	failed_like	1
Compound::DB00688	DB00688	Mycophenolate mofetil	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0027022	C0027022	Myeloproliferative disease	Neoplastic Process	failed_like	1
Compound::DB00864	DB00864	Tacrolimus	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0027022	C0027022	Myeloproliferative disease	Neoplastic Process	failed_like	1
Compound::DB01024	DB01024	Mycophenolic acid	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0027022	C0027022	Myeloproliferative disease	Neoplastic Process	failed_like	2
Compound::DB01042	DB01042	Fludarabine	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0027022	C0027022	Myeloproliferative disease	Neoplastic Process	failed_like	1
Compound::DB01073	DB01073	Vidarabine	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0027022	C0027022	Myeloproliferative disease	Neoplastic Process	failed_like	1
Compound::DB00208	DB00208	Ticlopidine	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0027051	C0027051	Myocardial Infarction	Disease or Syndrome	failed_like	1
Compound::DB00569	DB00569	Fondaparinux sodium	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0027051	C0027051	Myocardial Infarction	Disease or Syndrome	failed_like	1
Compound::DB00758	DB00758	Clopidogrel	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0027051	C0027051	Myocardial Infarction	Disease or Syndrome	failed_like	1
Compound::DB00921	DB00921	Buprenorphine	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0027412	C0027412	Opioid-Related Disorders	Mental or Behavioral Dysfunction	failed_like	2
Compound::DB01132	DB01132	Pioglitazone	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0027412	C0027412	Opioid-Related Disorders	Mental or Behavioral Dysfunction	failed_like	1
Compound::DB00186	DB00186	Lorazepam	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0027497	C0027497	Nausea	Sign or Symptom	failed_like	1
Compound::DB00338	DB00338	Omeprazole	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0027497	C0027497	Nausea	Sign or Symptom	failed_like	1
Compound::DB00377	DB00377	Palonosetron	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0027497	C0027497	Nausea	Sign or Symptom	failed_like	1
Compound::DB00502	DB00502	Haloperidol	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0027497	C0027497	Nausea	Sign or Symptom	failed_like	2
Compound::DB00673	DB00673	Aprepitant	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0027497	C0027497	Nausea	Sign or Symptom	failed_like	2
Compound::DB00736	DB00736	Esomeprazole	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0027497	C0027497	Nausea	Sign or Symptom	failed_like	1
Compound::DB00904	DB00904	Ondansetron	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0027497	C0027497	Nausea	Sign or Symptom	failed_like	1
Compound::DB01069	DB01069	Promethazine	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0027497	C0027497	Nausea	Sign or Symptom	failed_like	1
Compound::DB01075	DB01075	Diphenhydramine	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0027497	C0027497	Nausea	Sign or Symptom	failed_like	1
Compound::DB01234	DB01234	Dexamethasone	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0027497	C0027497	Nausea	Sign or Symptom	failed_like	2
Compound::DB06717	DB06717	Aprepitant	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0027497	C0027497	Nausea	Sign or Symptom	failed_like	1
Compound::DB00515	DB00515	Cisplatin	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0027498	C0027498	Nausea and vomiting	Sign or Symptom	failed_like	1
Compound::DB00904	DB00904	Ondansetron	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0027498	C0027498	Nausea and vomiting	Sign or Symptom	failed_like	1
Compound::DB01234	DB01234	Dexamethasone	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0027498	C0027498	Nausea and vomiting	Sign or Symptom	failed_like	2
Compound::DB00575	DB00575	Clonidine	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0027609	C0027609	Neonatal Abstinence Syndrome	Disease or Syndrome	failed_like	1
Compound::DB00002	DB00002	Cetuximab	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0027627	C0027627	Neoplasm Metastasis	Neoplastic Process	failed_like	1
Compound::DB00072	DB00072	Trastuzumab	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0027627	C0027627	Neoplasm Metastasis	Neoplastic Process	failed_like	1
Compound::DB00482	DB00482	Celecoxib	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0027627	C0027627	Neoplasm Metastasis	Neoplastic Process	failed_like	1
Compound::DB00877	DB00877	Sirolimus	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0027627	C0027627	Neoplasm Metastasis	Neoplastic Process	failed_like	2
Compound::DB00997	DB00997	Doxorubicin	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0027627	C0027627	Neoplasm Metastasis	Neoplastic Process	failed_like	1
Compound::DB01006	DB01006	Letrozole	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0027627	C0027627	Neoplasm Metastasis	Neoplastic Process	failed_like	2
Compound::DB01229	DB01229	Paclitaxel	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0027627	C0027627	Neoplasm Metastasis	Neoplastic Process	failed_like	1
Compound::DB01248	DB01248	Docetaxel	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0027627	C0027627	Neoplasm Metastasis	Neoplastic Process	failed_like	1
Compound::DB01259	DB01259	Lapatinib	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0027627	C0027627	Neoplasm Metastasis	Neoplastic Process	failed_like	2
Compound::DB01590	DB01590	Everolimus	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0027627	C0027627	Neoplasm Metastasis	Neoplastic Process	failed_like	2
Compound::DB02546	DB02546	Vorinostat	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0027627	C0027627	Neoplasm Metastasis	Neoplastic Process	failed_like	1
Compound::DB00398	DB00398	Sorafenib	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0027652	C0027652	Neoplasms by Histologic Type	Neoplastic Process	failed_like	1
Compound::DB00398	DB00398	Sorafenib	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0027660	C0027660	Neoplasms, Glandular and Epithelial	Neoplastic Process	failed_like	1
Compound::DB00539	DB00539	Toremifene	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0027661	C0027661	Neoplasms, Hormone-Dependent	Neoplastic Process	failed_like	1
Compound::DB01006	DB01006	Letrozole	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0027661	C0027661	Neoplasms, Hormone-Dependent	Neoplastic Process	failed_like	1
Compound::DB00530	DB00530	Erlotinib	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0027662	C0027662	Multiple Endocrine Neoplasia	Neoplastic Process	failed_like	1
Compound::DB06366	DB06366	Pertuzumab	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0027662	C0027662	Multiple Endocrine Neoplasia	Neoplastic Process	failed_like	1
Compound::DB00230	DB00230	Pregabalin	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0027796	C0027796	Neuralgia	Sign or Symptom	failed_like	1
Compound::DB00087	DB00087	Alemtuzumab	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0027819	C0027819	Neuroblastoma	Neoplastic Process	failed_like	1
Compound::DB00194	DB00194	Vidarabine	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0027819	C0027819	Neuroblastoma	Neoplastic Process	failed_like	1
Compound::DB00313	DB00313	Valproic Acid	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0027819	C0027819	Neuroblastoma	Neoplastic Process	failed_like	1
Compound::DB00530	DB00530	Erlotinib	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0027819	C0027819	Neuroblastoma	Neoplastic Process	failed_like	1
Compound::DB00755	DB00755	Tretinoin	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0027819	C0027819	Neuroblastoma	Neoplastic Process	failed_like	1
Compound::DB00762	DB00762	Irinotecan	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0027819	C0027819	Neuroblastoma	Neoplastic Process	failed_like	2
