head	relation	tail
PKDREJ	associated_with	breast neoplasm
PKDREJ	associated_with	hereditary breast ovarian cancer syndrome
PKDREJ	associated_with	squamous cell carcinoma of the corpus uteri
PKDREJ	associated_with	undifferentiated carcinoma of the corpus uteri
SEMA3A	associated_with	breast cancer
SEMA3A	associated_with	hereditary breast carcinoma
SEMA3A	associated_with	breast neoplasm
SEMA3A	associated_with	hereditary breast ovarian cancer syndrome
SEMA3A	associated_with	squamous cell carcinoma of the corpus uteri
SEMA3A	associated_with	undifferentiated carcinoma of the corpus uteri
TUBB3	associated_with	breast cancer
TUBB3	associated_with	hereditary breast carcinoma
TUBB3	associated_with	breast neoplasm
TUBB3	associated_with	hereditary breast ovarian cancer syndrome
TUBB3	associated_with	squamous cell carcinoma of the corpus uteri
TUBB3	associated_with	undifferentiated carcinoma of the corpus uteri
NDRG1	associated_with	breast cancer
NDRG1	associated_with	hereditary breast carcinoma
NDRG1	associated_with	breast neoplasm
NDRG1	associated_with	hereditary breast ovarian cancer syndrome
NDRG1	associated_with	squamous cell carcinoma of the corpus uteri
NDRG1	associated_with	undifferentiated carcinoma of the corpus uteri
YAP1	associated_with	breast cancer
YAP1	associated_with	hereditary breast carcinoma
YAP1	associated_with	breast neoplasm
YAP1	associated_with	hereditary breast ovarian cancer syndrome
YAP1	associated_with	squamous cell carcinoma of the corpus uteri
YAP1	associated_with	undifferentiated carcinoma of the corpus uteri
GPNMB	associated_with	breast cancer
GPNMB	associated_with	hereditary breast carcinoma
GPNMB	associated_with	breast neoplasm
GPNMB	associated_with	hereditary breast ovarian cancer syndrome
GPNMB	associated_with	squamous cell carcinoma of the corpus uteri
GPNMB	associated_with	undifferentiated carcinoma of the corpus uteri
FST	associated_with	breast cancer
FST	associated_with	hereditary breast carcinoma
FST	associated_with	breast neoplasm
FST	associated_with	hereditary breast ovarian cancer syndrome
FST	associated_with	squamous cell carcinoma of the corpus uteri
FST	associated_with	undifferentiated carcinoma of the corpus uteri
EIF3M	associated_with	breast cancer
EIF3M	associated_with	hereditary breast carcinoma
EIF3M	associated_with	breast neoplasm
EIF3M	associated_with	hereditary breast ovarian cancer syndrome
EIF3M	associated_with	squamous cell carcinoma of the corpus uteri
EIF3M	associated_with	undifferentiated carcinoma of the corpus uteri
HOXB13	associated_with	breast cancer
HOXB13	associated_with	hereditary breast carcinoma
HOXB13	associated_with	breast neoplasm
HOXB13	associated_with	hereditary breast ovarian cancer syndrome
HOXB13	associated_with	squamous cell carcinoma of the corpus uteri
HOXB13	associated_with	undifferentiated carcinoma of the corpus uteri
NCOA2	associated_with	breast cancer
NCOA2	associated_with	hereditary breast carcinoma
NCOA2	associated_with	breast neoplasm
NCOA2	associated_with	hereditary breast ovarian cancer syndrome
NCOA2	associated_with	squamous cell carcinoma of the corpus uteri
NCOA2	associated_with	undifferentiated carcinoma of the corpus uteri
UBD	associated_with	breast cancer
UBD	associated_with	hereditary breast carcinoma
UBD	associated_with	breast neoplasm
UBD	associated_with	hereditary breast ovarian cancer syndrome
UBD	associated_with	squamous cell carcinoma of the corpus uteri
UBD	associated_with	undifferentiated carcinoma of the corpus uteri
LAMTOR5	associated_with	breast cancer
LAMTOR5	associated_with	hereditary breast carcinoma
LAMTOR5	associated_with	breast neoplasm
LAMTOR5	associated_with	hereditary breast ovarian cancer syndrome
LAMTOR5	associated_with	squamous cell carcinoma of the corpus uteri
LAMTOR5	associated_with	undifferentiated carcinoma of the corpus uteri
AGR2	associated_with	breast cancer
AGR2	associated_with	hereditary breast carcinoma
AGR2	associated_with	breast neoplasm
AGR2	associated_with	hereditary breast ovarian cancer syndrome
AGR2	associated_with	squamous cell carcinoma of the corpus uteri
AGR2	associated_with	undifferentiated carcinoma of the corpus uteri
SPTLC1	associated_with	breast cancer
SPTLC1	associated_with	hereditary breast carcinoma
SPTLC1	associated_with	breast neoplasm
SPTLC1	associated_with	hereditary breast ovarian cancer syndrome
SPTLC1	associated_with	squamous cell carcinoma of the corpus uteri
SPTLC1	associated_with	undifferentiated carcinoma of the corpus uteri
ARFGEF2	associated_with	breast cancer
ARFGEF2	associated_with	hereditary breast carcinoma
ARFGEF2	associated_with	breast neoplasm
ARFGEF2	associated_with	hereditary breast ovarian cancer syndrome
ARFGEF2	associated_with	squamous cell carcinoma of the corpus uteri
ARFGEF2	associated_with	undifferentiated carcinoma of the corpus uteri
TACC2	associated_with	breast cancer
TACC2	associated_with	hereditary breast carcinoma
TACC2	associated_with	breast neoplasm
TACC2	associated_with	hereditary breast ovarian cancer syndrome
TACC2	associated_with	squamous cell carcinoma of the corpus uteri
TACC2	associated_with	undifferentiated carcinoma of the corpus uteri
SORBS1	associated_with	breast cancer
SORBS1	associated_with	hereditary breast carcinoma
SORBS1	associated_with	breast neoplasm
SORBS1	associated_with	hereditary breast ovarian cancer syndrome
SORBS1	associated_with	squamous cell carcinoma of the corpus uteri
SORBS1	associated_with	undifferentiated carcinoma of the corpus uteri
SLCO1B1	associated_with	breast cancer
SLCO1B1	associated_with	hereditary breast carcinoma
SLCO1B1	associated_with	breast neoplasm
SLCO1B1	associated_with	hereditary breast ovarian cancer syndrome
SLCO1B1	associated_with	squamous cell carcinoma of the corpus uteri
SLCO1B1	associated_with	undifferentiated carcinoma of the corpus uteri
LBX1	associated_with	breast cancer
LBX1	associated_with	hereditary breast carcinoma
LBX1	associated_with	breast neoplasm
LBX1	associated_with	hereditary breast ovarian cancer syndrome
LBX1	associated_with	squamous cell carcinoma of the corpus uteri
LBX1	associated_with	undifferentiated carcinoma of the corpus uteri
FAM189B	associated_with	breast cancer
FAM189B	associated_with	hereditary breast carcinoma
FAM189B	associated_with	breast neoplasm
FAM189B	associated_with	hereditary breast ovarian cancer syndrome
FAM189B	associated_with	squamous cell carcinoma of the corpus uteri
FAM189B	associated_with	undifferentiated carcinoma of the corpus uteri
HPSE	associated_with	breast cancer
HPSE	associated_with	hereditary breast carcinoma
HPSE	associated_with	breast neoplasm
HPSE	associated_with	hereditary breast ovarian cancer syndrome
HPSE	associated_with	squamous cell carcinoma of the corpus uteri
HPSE	associated_with	undifferentiated carcinoma of the corpus uteri
MAGED2	associated_with	breast cancer
MAGED2	associated_with	hereditary breast carcinoma
MAGED2	associated_with	breast neoplasm
MAGED2	associated_with	hereditary breast ovarian cancer syndrome
MAGED2	associated_with	squamous cell carcinoma of the corpus uteri
MAGED2	associated_with	undifferentiated carcinoma of the corpus uteri
POP1	associated_with	breast cancer
POP1	associated_with	hereditary breast carcinoma
POP1	associated_with	breast neoplasm
POP1	associated_with	hereditary breast ovarian cancer syndrome
POP1	associated_with	squamous cell carcinoma of the corpus uteri
POP1	associated_with	undifferentiated carcinoma of the corpus uteri
IL24	associated_with	breast cancer
IL24	associated_with	hereditary breast carcinoma
IL24	associated_with	breast neoplasm
IL24	associated_with	hereditary breast ovarian cancer syndrome
IL24	associated_with	squamous cell carcinoma of the corpus uteri
IL24	associated_with	undifferentiated carcinoma of the corpus uteri
TMED1	associated_with	breast cancer
TMED1	associated_with	hereditary breast carcinoma
TMED1	associated_with	breast neoplasm
TMED1	associated_with	hereditary breast ovarian cancer syndrome
TMED1	associated_with	squamous cell carcinoma of the corpus uteri
TMED1	associated_with	undifferentiated carcinoma of the corpus uteri
B4GAT1	associated_with	breast cancer
B4GAT1	associated_with	hereditary breast carcinoma
B4GAT1	associated_with	breast neoplasm
B4GAT1	associated_with	hereditary breast ovarian cancer syndrome
B4GAT1	associated_with	squamous cell carcinoma of the corpus uteri
B4GAT1	associated_with	undifferentiated carcinoma of the corpus uteri
UBE2C	associated_with	breast cancer
UBE2C	associated_with	hereditary breast carcinoma
UBE2C	associated_with	breast neoplasm
UBE2C	associated_with	hereditary breast ovarian cancer syndrome
UBE2C	associated_with	squamous cell carcinoma of the corpus uteri
UBE2C	associated_with	undifferentiated carcinoma of the corpus uteri
DEPP1	associated_with	breast cancer
DEPP1	associated_with	hereditary breast carcinoma
DEPP1	associated_with	breast neoplasm
DEPP1	associated_with	hereditary breast ovarian cancer syndrome
DEPP1	associated_with	squamous cell carcinoma of the corpus uteri
DEPP1	associated_with	undifferentiated carcinoma of the corpus uteri
BTN3A2	associated_with	breast cancer
BTN3A2	associated_with	hereditary breast carcinoma
BTN3A2	associated_with	breast neoplasm
BTN3A2	associated_with	hereditary breast ovarian cancer syndrome
BTN3A2	associated_with	squamous cell carcinoma of the corpus uteri
BTN3A2	associated_with	undifferentiated carcinoma of the corpus uteri
CLASRP	associated_with	breast cancer
CLASRP	associated_with	hereditary breast carcinoma
CLASRP	associated_with	breast neoplasm
CLASRP	associated_with	hereditary breast ovarian cancer syndrome
CLASRP	associated_with	squamous cell carcinoma of the corpus uteri
CLASRP	associated_with	undifferentiated carcinoma of the corpus uteri
ZNF277	associated_with	breast cancer
ZNF277	associated_with	hereditary breast carcinoma
ZNF277	associated_with	breast neoplasm
ZNF277	associated_with	hereditary breast ovarian cancer syndrome
ZNF277	associated_with	squamous cell carcinoma of the corpus uteri
ZNF277	associated_with	undifferentiated carcinoma of the corpus uteri
NISCH	associated_with	breast cancer
NISCH	associated_with	hereditary breast carcinoma
NISCH	associated_with	breast neoplasm
NISCH	associated_with	hereditary breast ovarian cancer syndrome
NISCH	associated_with	squamous cell carcinoma of the corpus uteri
NISCH	associated_with	undifferentiated carcinoma of the corpus uteri
WBP4	associated_with	breast cancer
WBP4	associated_with	hereditary breast carcinoma
WBP4	associated_with	breast neoplasm
WBP4	associated_with	hereditary breast ovarian cancer syndrome
WBP4	associated_with	squamous cell carcinoma of the corpus uteri
WBP4	associated_with	undifferentiated carcinoma of the corpus uteri
ABCB8	associated_with	breast cancer
ABCB8	associated_with	hereditary breast carcinoma
ABCB8	associated_with	breast neoplasm
ABCB8	associated_with	hereditary breast ovarian cancer syndrome
ABCB8	associated_with	squamous cell carcinoma of the corpus uteri
ABCB8	associated_with	undifferentiated carcinoma of the corpus uteri
CHEK2	associated_with	breast cancer
CHEK2	associated_with	hereditary breast carcinoma
CHEK2	associated_with	breast neoplasm
CHEK2	associated_with	hereditary breast ovarian cancer syndrome
CHEK2	associated_with	squamous cell carcinoma of the corpus uteri
CHEK2	associated_with	undifferentiated carcinoma of the corpus uteri
GALNT5	associated_with	breast cancer
GALNT5	associated_with	hereditary breast carcinoma
GALNT5	associated_with	breast neoplasm
GALNT5	associated_with	hereditary breast ovarian cancer syndrome
GALNT5	associated_with	squamous cell carcinoma of the corpus uteri
GALNT5	associated_with	undifferentiated carcinoma of the corpus uteri
GPR45	associated_with	breast cancer
GPR45	associated_with	hereditary breast carcinoma
GPR45	associated_with	breast neoplasm
GPR45	associated_with	hereditary breast ovarian cancer syndrome
GPR45	associated_with	squamous cell carcinoma of the corpus uteri
GPR45	associated_with	undifferentiated carcinoma of the corpus uteri
SLCO2B1	associated_with	breast cancer
SLCO2B1	associated_with	hereditary breast carcinoma
SLCO2B1	associated_with	breast neoplasm
SLCO2B1	associated_with	hereditary breast ovarian cancer syndrome
SLCO2B1	associated_with	squamous cell carcinoma of the corpus uteri
SLCO2B1	associated_with	undifferentiated carcinoma of the corpus uteri
NID2	associated_with	breast cancer
NID2	associated_with	hereditary breast carcinoma
NID2	associated_with	breast neoplasm
NID2	associated_with	hereditary breast ovarian cancer syndrome
NID2	associated_with	squamous cell carcinoma of the corpus uteri
NID2	associated_with	undifferentiated carcinoma of the corpus uteri
PPM1E	associated_with	breast cancer
PPM1E	associated_with	hereditary breast carcinoma
PPM1E	associated_with	breast neoplasm
PPM1E	associated_with	hereditary breast ovarian cancer syndrome
PPM1E	associated_with	squamous cell carcinoma of the corpus uteri
PPM1E	associated_with	undifferentiated carcinoma of the corpus uteri
FRMPD1	associated_with	breast cancer
FRMPD1	associated_with	hereditary breast carcinoma
FRMPD1	associated_with	breast neoplasm
FRMPD1	associated_with	hereditary breast ovarian cancer syndrome
FRMPD1	associated_with	squamous cell carcinoma of the corpus uteri
FRMPD1	associated_with	undifferentiated carcinoma of the corpus uteri
TRAPPC8	associated_with	breast cancer
TRAPPC8	associated_with	hereditary breast carcinoma
TRAPPC8	associated_with	breast neoplasm
TRAPPC8	associated_with	hereditary breast ovarian cancer syndrome
TRAPPC8	associated_with	squamous cell carcinoma of the corpus uteri
TRAPPC8	associated_with	undifferentiated carcinoma of the corpus uteri
ZNF365	associated_with	breast cancer
ZNF365	associated_with	hereditary breast carcinoma
ZNF365	associated_with	breast neoplasm
ZNF365	associated_with	hereditary breast ovarian cancer syndrome
ZNF365	associated_with	squamous cell carcinoma of the corpus uteri
ZNF365	associated_with	undifferentiated carcinoma of the corpus uteri
DKK1	associated_with	breast cancer
DKK1	associated_with	hereditary breast carcinoma
DKK1	associated_with	breast neoplasm
DKK1	associated_with	hereditary breast ovarian cancer syndrome
DKK1	associated_with	squamous cell carcinoma of the corpus uteri
DKK1	associated_with	undifferentiated carcinoma of the corpus uteri
CCT5	associated_with	breast cancer
CCT5	associated_with	hereditary breast carcinoma
CCT5	associated_with	breast neoplasm
CCT5	associated_with	hereditary breast ovarian cancer syndrome
CCT5	associated_with	squamous cell carcinoma of the corpus uteri
CCT5	associated_with	undifferentiated carcinoma of the corpus uteri
DIP2C	associated_with	breast cancer
DIP2C	associated_with	hereditary breast carcinoma
DIP2C	associated_with	breast neoplasm
DIP2C	associated_with	hereditary breast ovarian cancer syndrome
DIP2C	associated_with	squamous cell carcinoma of the corpus uteri
DIP2C	associated_with	undifferentiated carcinoma of the corpus uteri
KLHDC10	associated_with	breast cancer
KLHDC10	associated_with	hereditary breast carcinoma
KLHDC10	associated_with	breast neoplasm
KLHDC10	associated_with	hereditary breast ovarian cancer syndrome
KLHDC10	associated_with	squamous cell carcinoma of the corpus uteri
KLHDC10	associated_with	undifferentiated carcinoma of the corpus uteri
SPEN	associated_with	breast cancer
SPEN	associated_with	hereditary breast carcinoma
SPEN	associated_with	breast neoplasm
SPEN	associated_with	hereditary breast ovarian cancer syndrome
SPEN	associated_with	squamous cell carcinoma of the corpus uteri
SPEN	associated_with	undifferentiated carcinoma of the corpus uteri
DOP1A	associated_with	breast cancer
DOP1A	associated_with	hereditary breast carcinoma
DOP1A	associated_with	breast neoplasm
DOP1A	associated_with	hereditary breast ovarian cancer syndrome
DOP1A	associated_with	squamous cell carcinoma of the corpus uteri
DOP1A	associated_with	undifferentiated carcinoma of the corpus uteri
NCOA6	associated_with	breast cancer
NCOA6	associated_with	hereditary breast carcinoma
NCOA6	associated_with	breast neoplasm
NCOA6	associated_with	hereditary breast ovarian cancer syndrome
NCOA6	associated_with	squamous cell carcinoma of the corpus uteri
NCOA6	associated_with	undifferentiated carcinoma of the corpus uteri
TBC1D9B	associated_with	breast cancer
TBC1D9B	associated_with	hereditary breast carcinoma
TBC1D9B	associated_with	breast neoplasm
TBC1D9B	associated_with	hereditary breast ovarian cancer syndrome
TBC1D9B	associated_with	squamous cell carcinoma of the corpus uteri
TBC1D9B	associated_with	undifferentiated carcinoma of the corpus uteri
MCF2L2	associated_with	breast cancer
MCF2L2	associated_with	hereditary breast carcinoma
MCF2L2	associated_with	breast neoplasm
MCF2L2	associated_with	hereditary breast ovarian cancer syndrome
MCF2L2	associated_with	squamous cell carcinoma of the corpus uteri
MCF2L2	associated_with	undifferentiated carcinoma of the corpus uteri
COLGALT2	associated_with	breast cancer
COLGALT2	associated_with	hereditary breast carcinoma
COLGALT2	associated_with	breast neoplasm
COLGALT2	associated_with	hereditary breast ovarian cancer syndrome
COLGALT2	associated_with	squamous cell carcinoma of the corpus uteri
COLGALT2	associated_with	undifferentiated carcinoma of the corpus uteri
EPB41L3	associated_with	breast cancer
EPB41L3	associated_with	hereditary breast carcinoma
EPB41L3	associated_with	breast neoplasm
EPB41L3	associated_with	hereditary breast ovarian cancer syndrome
EPB41L3	associated_with	squamous cell carcinoma of the corpus uteri
EPB41L3	associated_with	undifferentiated carcinoma of the corpus uteri
CIC	associated_with	breast cancer
CIC	associated_with	hereditary breast carcinoma
CIC	associated_with	breast neoplasm
CIC	associated_with	hereditary breast ovarian cancer syndrome
CIC	associated_with	squamous cell carcinoma of the corpus uteri
CIC	associated_with	undifferentiated carcinoma of the corpus uteri
GGA3	associated_with	breast cancer
GGA3	associated_with	hereditary breast carcinoma
GGA3	associated_with	breast neoplasm
GGA3	associated_with	hereditary breast ovarian cancer syndrome
GGA3	associated_with	squamous cell carcinoma of the corpus uteri
GGA3	associated_with	undifferentiated carcinoma of the corpus uteri
ZCCHC14	associated_with	breast cancer
ZCCHC14	associated_with	hereditary breast carcinoma
ZCCHC14	associated_with	breast neoplasm
ZCCHC14	associated_with	hereditary breast ovarian cancer syndrome
ZCCHC14	associated_with	squamous cell carcinoma of the corpus uteri
ZCCHC14	associated_with	undifferentiated carcinoma of the corpus uteri
RGL1	associated_with	breast cancer
RGL1	associated_with	hereditary breast carcinoma
RGL1	associated_with	breast neoplasm
RGL1	associated_with	hereditary breast ovarian cancer syndrome
RGL1	associated_with	squamous cell carcinoma of the corpus uteri
RGL1	associated_with	undifferentiated carcinoma of the corpus uteri
JMJD6	associated_with	breast cancer
JMJD6	associated_with	hereditary breast carcinoma
JMJD6	associated_with	breast neoplasm
JMJD6	associated_with	hereditary breast ovarian cancer syndrome
JMJD6	associated_with	squamous cell carcinoma of the corpus uteri
JMJD6	associated_with	undifferentiated carcinoma of the corpus uteri
SYNE2	associated_with	breast cancer
SYNE2	associated_with	hereditary breast carcinoma
SYNE2	associated_with	breast neoplasm
SYNE2	associated_with	hereditary breast ovarian cancer syndrome
SYNE2	associated_with	squamous cell carcinoma of the corpus uteri
SYNE2	associated_with	undifferentiated carcinoma of the corpus uteri
PLCB1	associated_with	breast cancer
PLCB1	associated_with	hereditary breast carcinoma
PLCB1	associated_with	breast neoplasm
PLCB1	associated_with	hereditary breast ovarian cancer syndrome
PLCB1	associated_with	squamous cell carcinoma of the corpus uteri
PLCB1	associated_with	undifferentiated carcinoma of the corpus uteri
ASTN2	associated_with	breast cancer
ASTN2	associated_with	hereditary breast carcinoma
ASTN2	associated_with	breast neoplasm
ASTN2	associated_with	hereditary breast ovarian cancer syndrome
ASTN2	associated_with	squamous cell carcinoma of the corpus uteri
ASTN2	associated_with	undifferentiated carcinoma of the corpus uteri
EHBP1	associated_with	breast cancer
EHBP1	associated_with	hereditary breast carcinoma
EHBP1	associated_with	breast neoplasm
EHBP1	associated_with	hereditary breast ovarian cancer syndrome
EHBP1	associated_with	squamous cell carcinoma of the corpus uteri
EHBP1	associated_with	undifferentiated carcinoma of the corpus uteri
VPS39	associated_with	breast cancer
VPS39	associated_with	hereditary breast carcinoma
VPS39	associated_with	breast neoplasm
VPS39	associated_with	hereditary breast ovarian cancer syndrome
VPS39	associated_with	squamous cell carcinoma of the corpus uteri
VPS39	associated_with	undifferentiated carcinoma of the corpus uteri
SYNE1	associated_with	breast cancer
SYNE1	associated_with	hereditary breast carcinoma
SYNE1	associated_with	breast neoplasm
SYNE1	associated_with	hereditary breast ovarian cancer syndrome
SYNE1	associated_with	squamous cell carcinoma of the corpus uteri
SYNE1	associated_with	undifferentiated carcinoma of the corpus uteri
UBR4	associated_with	breast cancer
UBR4	associated_with	hereditary breast carcinoma
UBR4	associated_with	breast neoplasm
UBR4	associated_with	hereditary breast ovarian cancer syndrome
UBR4	associated_with	squamous cell carcinoma of the corpus uteri
UBR4	associated_with	undifferentiated carcinoma of the corpus uteri
SIK3	associated_with	breast cancer
SIK3	associated_with	hereditary breast carcinoma
SIK3	associated_with	breast neoplasm
SIK3	associated_with	hereditary breast ovarian cancer syndrome
SIK3	associated_with	squamous cell carcinoma of the corpus uteri
SIK3	associated_with	undifferentiated carcinoma of the corpus uteri
COTL1	associated_with	breast cancer
COTL1	associated_with	hereditary breast carcinoma
COTL1	associated_with	breast neoplasm
COTL1	associated_with	hereditary breast ovarian cancer syndrome
COTL1	associated_with	squamous cell carcinoma of the corpus uteri
COTL1	associated_with	undifferentiated carcinoma of the corpus uteri
SIRT1	associated_with	breast cancer
SIRT1	associated_with	hereditary breast carcinoma
SIRT1	associated_with	breast neoplasm
SIRT1	associated_with	hereditary breast ovarian cancer syndrome
SIRT1	associated_with	squamous cell carcinoma of the corpus uteri
SIRT1	associated_with	undifferentiated carcinoma of the corpus uteri
ABCB10	associated_with	breast cancer
ABCB10	associated_with	hereditary breast carcinoma
ABCB10	associated_with	breast neoplasm
ABCB10	associated_with	hereditary breast ovarian cancer syndrome
ABCB10	associated_with	squamous cell carcinoma of the corpus uteri
ABCB10	associated_with	undifferentiated carcinoma of the corpus uteri
HEY1	associated_with	breast cancer
HEY1	associated_with	hereditary breast carcinoma
HEY1	associated_with	breast neoplasm
HEY1	associated_with	hereditary breast ovarian cancer syndrome
HEY1	associated_with	squamous cell carcinoma of the corpus uteri
HEY1	associated_with	undifferentiated carcinoma of the corpus uteri
HEY2	associated_with	breast cancer
HEY2	associated_with	hereditary breast carcinoma
HEY2	associated_with	breast neoplasm
HEY2	associated_with	hereditary breast ovarian cancer syndrome
HEY2	associated_with	squamous cell carcinoma of the corpus uteri
HEY2	associated_with	undifferentiated carcinoma of the corpus uteri
MACF1	associated_with	breast cancer
MACF1	associated_with	hereditary breast carcinoma
MACF1	associated_with	breast neoplasm
MACF1	associated_with	hereditary breast ovarian cancer syndrome
MACF1	associated_with	squamous cell carcinoma of the corpus uteri
MACF1	associated_with	undifferentiated carcinoma of the corpus uteri
ZFYVE26	associated_with	breast cancer
ZFYVE26	associated_with	hereditary breast carcinoma
ZFYVE26	associated_with	breast neoplasm
ZFYVE26	associated_with	hereditary breast ovarian cancer syndrome
ZFYVE26	associated_with	squamous cell carcinoma of the corpus uteri
ZFYVE26	associated_with	undifferentiated carcinoma of the corpus uteri
KAT6B	associated_with	breast cancer
KAT6B	associated_with	hereditary breast carcinoma
KAT6B	associated_with	breast neoplasm
KAT6B	associated_with	hereditary breast ovarian cancer syndrome
KAT6B	associated_with	squamous cell carcinoma of the corpus uteri
KAT6B	associated_with	undifferentiated carcinoma of the corpus uteri
ZNF281	associated_with	breast cancer
ZNF281	associated_with	hereditary breast carcinoma
ZNF281	associated_with	breast neoplasm
ZNF281	associated_with	hereditary breast ovarian cancer syndrome
ZNF281	associated_with	squamous cell carcinoma of the corpus uteri
ZNF281	associated_with	undifferentiated carcinoma of the corpus uteri
TRIM29	associated_with	breast cancer
TRIM29	associated_with	hereditary breast carcinoma
TRIM29	associated_with	breast neoplasm
TRIM29	associated_with	hereditary breast ovarian cancer syndrome
TRIM29	associated_with	squamous cell carcinoma of the corpus uteri
TRIM29	associated_with	undifferentiated carcinoma of the corpus uteri
STX12	associated_with	breast cancer
STX12	associated_with	hereditary breast carcinoma
STX12	associated_with	breast neoplasm
STX12	associated_with	hereditary breast ovarian cancer syndrome
STX12	associated_with	squamous cell carcinoma of the corpus uteri
STX12	associated_with	undifferentiated carcinoma of the corpus uteri
SGK3	associated_with	breast cancer
SGK3	associated_with	hereditary breast carcinoma
SGK3	associated_with	breast neoplasm
SGK3	associated_with	hereditary breast ovarian cancer syndrome
SGK3	associated_with	squamous cell carcinoma of the corpus uteri
SGK3	associated_with	undifferentiated carcinoma of the corpus uteri
CADM1	associated_with	breast cancer
CADM1	associated_with	hereditary breast carcinoma
CADM1	associated_with	breast neoplasm
CADM1	associated_with	hereditary breast ovarian cancer syndrome
CADM1	associated_with	squamous cell carcinoma of the corpus uteri
CADM1	associated_with	undifferentiated carcinoma of the corpus uteri
ZNF318	associated_with	breast cancer
ZNF318	associated_with	hereditary breast carcinoma
ZNF318	associated_with	breast neoplasm
ZNF318	associated_with	hereditary breast ovarian cancer syndrome
ZNF318	associated_with	squamous cell carcinoma of the corpus uteri
ZNF318	associated_with	undifferentiated carcinoma of the corpus uteri
SLC39A6	associated_with	breast cancer
SLC39A6	associated_with	hereditary breast carcinoma
SLC39A6	associated_with	breast neoplasm
SLC39A6	associated_with	hereditary breast ovarian cancer syndrome
SLC39A6	associated_with	squamous cell carcinoma of the corpus uteri
SLC39A6	associated_with	undifferentiated carcinoma of the corpus uteri
PRDX5	associated_with	breast cancer
PRDX5	associated_with	hereditary breast carcinoma
PRDX5	associated_with	breast neoplasm
PRDX5	associated_with	hereditary breast ovarian cancer syndrome
PRDX5	associated_with	squamous cell carcinoma of the corpus uteri
PRDX5	associated_with	undifferentiated carcinoma of the corpus uteri
NIPBL	associated_with	breast cancer
NIPBL	associated_with	hereditary breast carcinoma
NIPBL	associated_with	breast neoplasm
NIPBL	associated_with	hereditary breast ovarian cancer syndrome
NIPBL	associated_with	squamous cell carcinoma of the corpus uteri
NIPBL	associated_with	undifferentiated carcinoma of the corpus uteri
SIPA1L1	associated_with	breast cancer
SIPA1L1	associated_with	hereditary breast carcinoma
SIPA1L1	associated_with	breast neoplasm
SIPA1L1	associated_with	hereditary breast ovarian cancer syndrome
SIPA1L1	associated_with	squamous cell carcinoma of the corpus uteri
SIPA1L1	associated_with	undifferentiated carcinoma of the corpus uteri
CHD5	associated_with	breast cancer
CHD5	associated_with	hereditary breast carcinoma
CHD5	associated_with	breast neoplasm
CHD5	associated_with	hereditary breast ovarian cancer syndrome
CHD5	associated_with	squamous cell carcinoma of the corpus uteri
CHD5	associated_with	undifferentiated carcinoma of the corpus uteri
SETBP1	associated_with	breast cancer
SETBP1	associated_with	hereditary breast carcinoma
SETBP1	associated_with	breast neoplasm
SETBP1	associated_with	hereditary breast ovarian cancer syndrome
SETBP1	associated_with	squamous cell carcinoma of the corpus uteri
SETBP1	associated_with	undifferentiated carcinoma of the corpus uteri
APPL1	associated_with	breast cancer
APPL1	associated_with	hereditary breast carcinoma
APPL1	associated_with	breast neoplasm
APPL1	associated_with	hereditary breast ovarian cancer syndrome
APPL1	associated_with	squamous cell carcinoma of the corpus uteri
APPL1	associated_with	undifferentiated carcinoma of the corpus uteri
GGA1	associated_with	breast cancer
GGA1	associated_with	hereditary breast carcinoma
GGA1	associated_with	breast neoplasm
GGA1	associated_with	hereditary breast ovarian cancer syndrome
GGA1	associated_with	squamous cell carcinoma of the corpus uteri
GGA1	associated_with	undifferentiated carcinoma of the corpus uteri
TOR1AIP1	associated_with	breast cancer
TOR1AIP1	associated_with	hereditary breast carcinoma
TOR1AIP1	associated_with	breast neoplasm
TOR1AIP1	associated_with	hereditary breast ovarian cancer syndrome
TOR1AIP1	associated_with	squamous cell carcinoma of the corpus uteri
TOR1AIP1	associated_with	undifferentiated carcinoma of the corpus uteri
RIBC2	associated_with	breast cancer
RIBC2	associated_with	hereditary breast carcinoma
RIBC2	associated_with	breast neoplasm
RIBC2	associated_with	hereditary breast ovarian cancer syndrome
RIBC2	associated_with	squamous cell carcinoma of the corpus uteri
RIBC2	associated_with	undifferentiated carcinoma of the corpus uteri
PHGDH	associated_with	breast cancer
PHGDH	associated_with	hereditary breast carcinoma
PHGDH	associated_with	breast neoplasm
PHGDH	associated_with	hereditary breast ovarian cancer syndrome
PHGDH	associated_with	squamous cell carcinoma of the corpus uteri
PHGDH	associated_with	undifferentiated carcinoma of the corpus uteri
FBXO8	associated_with	breast cancer
FBXO8	associated_with	hereditary breast carcinoma
FBXO8	associated_with	breast neoplasm
FBXO8	associated_with	hereditary breast ovarian cancer syndrome
FBXO8	associated_with	squamous cell carcinoma of the corpus uteri
FBXO8	associated_with	undifferentiated carcinoma of the corpus uteri
IL1RAPL2	associated_with	breast cancer
IL1RAPL2	associated_with	hereditary breast carcinoma
IL1RAPL2	associated_with	breast neoplasm
IL1RAPL2	associated_with	hereditary breast ovarian cancer syndrome
IL1RAPL2	associated_with	squamous cell carcinoma of the corpus uteri
IL1RAPL2	associated_with	undifferentiated carcinoma of the corpus uteri
ARFGAP3	associated_with	breast cancer
ARFGAP3	associated_with	hereditary breast carcinoma
