head	relation	tail
Azelaic acid	indication	acne (disease)
Tazarotene	indication	acne (disease)
Erythromycin	indication	acne (disease)
Resorcinol	indication	acne (disease)
Adapalene	indication	acne (disease)
Sarecycline	indication	acne (disease)
Minocycline	indication	acne (disease)
Nicotinamide	indication	pellagra
Inositol	indication	pellagra
Inositol nicotinate	indication	pellagra
Inositol nicotinate	indication	beriberi
Nicotine	indication	pellagra
Nicotine	indication	beriberi
Nicotinyl alcohol	indication	pellagra
Nicotinyl alcohol	indication	beriberi
Verapamil	indication	acute coronary syndrome
Metoprolol	indication	acute coronary syndrome
Ticagrelor	indication	acute coronary syndrome
Eptifibatide	indication	acute coronary syndrome
Prasugrel	indication	acute coronary syndrome
Tirofiban	indication	acute coronary syndrome
Clopidogrel	indication	acute coronary syndrome
Voxelotor	indication	sickle cell anemia
Voxelotor	indication	hereditary persistence of fetal hemoglobin
Hydroxyurea	indication	hereditary persistence of fetal hemoglobin
Methylene blue	indication	methemoglobinemia
Methylene blue	indication	sulfhemoglobinemia
Liothyronine	indication	goiter (disease)
Liothyronine	indication	thyroid gland disease
Levothyroxine	indication	goiter (disease)
Levothyroxine	indication	thyroid gland disease
Levothyroxine	indication	Hashimoto thyroiditis
Succinimide	indication	primary hyperoxaluria
Inositol	indication	hypertriglyceridemia (disease)
Icosapent ethyl	indication	hypertriglyceridemia (disease)
Pravastatin	indication	hypertriglyceridemia (disease)
Lovastatin	indication	hypertriglyceridemia (disease)
Niacin	indication	hypertriglyceridemia (disease)
Ciprofibrate	indication	hypertriglyceridemia (disease)
Fenofibrate	indication	hypertriglyceridemia (disease)
Fenofibric acid	indication	hypertriglyceridemia (disease)
Omega-3 fatty acids	indication	hypertriglyceridemia (disease)
Rosuvastatin	indication	hypertriglyceridemia (disease)
Gemfibrozil	indication	hypertriglyceridemia (disease)
Atorvastatin	indication	hypertriglyceridemia (disease)
Phylloquinone	indication	hypercalcemia disease
Phylloquinone	indication	nephrocalcinosis
Phylloquinone	indication	phosphorus metabolism disease
Calcium lactate	indication	hypercalcemia disease
Calcium lactate	indication	phosphorus metabolism disease
Cholecalciferol	indication	hypercalcemia disease
Cholecalciferol	indication	phosphorus metabolism disease
Dihydrotachysterol	indication	hypercalcemia disease
Dihydrotachysterol	indication	nephrocalcinosis
Dihydrotachysterol	indication	phosphorus metabolism disease
Calcium acetate	indication	hypercalcemia disease
Calcium acetate	indication	nephrocalcinosis
Calcium acetate	indication	phosphorus metabolism disease
Ergocalciferol	indication	hypercalcemia disease
Ergocalciferol	indication	nephrocalcinosis
Ergocalciferol	indication	phosphorus metabolism disease
Calcium carbonate	indication	hypercalcemia disease
Calcium carbonate	indication	nephrocalcinosis
Calcium carbonate	indication	phosphorus metabolism disease
Magnesium citrate	indication	hypercalcemia disease
Calcitriol	indication	hypercalcemia disease
Calcitriol	indication	nephrocalcinosis
Calcitriol	indication	phosphorus metabolism disease
Calcium gluconate	indication	hypercalcemia disease
Calcium gluconate	indication	nephrocalcinosis
Calcium gluconate	indication	phosphorus metabolism disease
Calcium glucoheptonate	indication	hypercalcemia disease
Calcium glucoheptonate	indication	nephrocalcinosis
Calcium glucoheptonate	indication	phosphorus metabolism disease
Calcium glycerophosphate	indication	hypercalcemia disease
Calcium glycerophosphate	indication	nephrocalcinosis
Calcium glycerophosphate	indication	phosphorus metabolism disease
Calcifediol	indication	hypercalcemia disease
Calcifediol	indication	nephrocalcinosis
Calcifediol	indication	phosphorus metabolism disease
Magnesium oxide	indication	nephrocalcinosis
Magnesium oxide	indication	phosphorus metabolism disease
Calcium lactate gluconate	indication	hypercalcemia disease
Calcium lactate gluconate	indication	nephrocalcinosis
Calcium lactate gluconate	indication	phosphorus metabolism disease
Calcium chloride	indication	hypercalcemia disease
Calcium chloride	indication	nephrocalcinosis
Calcium chloride	indication	phosphorus metabolism disease
Testolactone	indication	female breast carcinoma
Vinblastine	indication	female breast carcinoma
Methotrexate	indication	female breast carcinoma
Formestane	indication	female breast carcinoma
Thiotepa	indication	female breast carcinoma
Doxorubicin	indication	female breast carcinoma
Caffeine	indication	migraine disorder
Caffeine	indication	migraine with or without aura, susceptibility to
Dihydroergotamine	indication	migraine disorder
Dihydroergotamine	indication	migraine with or without aura, susceptibility to
Acetylsalicylic acid	indication	migraine disorder
Phenobarbital	indication	migraine disorder
Phenobarbital	indication	migraine with or without aura, susceptibility to
Lasmiditan	indication	migraine disorder
Lasmiditan	indication	migraine with or without aura, susceptibility to
Oxetorone	indication	migraine disorder
Oxetorone	indication	migraine with or without aura, susceptibility to
Naproxen	indication	migraine with or without aura, susceptibility to
Lisuride	indication	migraine disorder
Lisuride	indication	migraine with or without aura, susceptibility to
Fremanezumab	indication	migraine disorder
Fremanezumab	indication	migraine with or without aura, susceptibility to
Eptinezumab	indication	migraine disorder
Eptinezumab	indication	migraine with or without aura, susceptibility to
Rofecoxib	indication	migraine disorder
Rofecoxib	indication	migraine with or without aura, susceptibility to
Frovatriptan	indication	migraine disorder
Frovatriptan	indication	migraine with or without aura, susceptibility to
Erenumab	indication	migraine disorder
Erenumab	indication	migraine with or without aura, susceptibility to
Galcanezumab	indication	migraine disorder
Galcanezumab	indication	migraine with or without aura, susceptibility to
Almotriptan	indication	migraine with or without aura, susceptibility to
Rizatriptan	indication	migraine disorder
Rizatriptan	indication	migraine with or without aura, susceptibility to
Eletriptan	indication	migraine disorder
Eletriptan	indication	migraine with or without aura, susceptibility to
Zolmitriptan	indication	migraine disorder
Zolmitriptan	indication	migraine with or without aura, susceptibility to
Ubrogepant	indication	migraine disorder
Ubrogepant	indication	migraine with or without aura, susceptibility to
Rimegepant	indication	migraine disorder
Rimegepant	indication	migraine with or without aura, susceptibility to
Naratriptan	indication	migraine disorder
Naratriptan	indication	migraine with or without aura, susceptibility to
Ergotamine	indication	migraine with or without aura, susceptibility to
Sumatriptan	indication	migraine disorder
Sumatriptan	indication	migraine with or without aura, susceptibility to
Acetaminophen	indication	migraine with or without aura, susceptibility to
Estradiol valerate	indication	primary ovarian failure
Norethisterone	indication	primary ovarian failure
Estradiol	indication	primary ovarian failure
Estradiol cypionate	indication	primary ovarian failure
Quinestrol	indication	primary ovarian failure
Colestilan chloride	indication	hyperlipidemia
Colestilan chloride	indication	familial hyperlipidemia
Lovastatin	indication	hyperlipidemia
Lovastatin	indication	familial hyperlipidemia
Clofibrate	indication	hyperlipidemia
Niacin	indication	hyperlipidemia
Niacin	indication	familial hyperlipidemia
Tyramine	indication	hyperlipidemia
Tyramine	indication	familial hyperlipidemia
Dextrothyroxine	indication	hyperlipidemia
Dextrothyroxine	indication	familial hyperlipidemia
Levothyroxine	indication	hyperlipidemia
Levothyroxine	indication	familial hyperlipidemia
Fenofibrate	indication	hyperlipidemia
Fenofibrate	indication	familial hyperlipidemia
Fenofibric acid	indication	hyperlipidemia
Fenofibric acid	indication	familial hyperlipidemia
Bezafibrate	indication	familial hyperlipidemia
Probucol	indication	hyperlipidemia
Probucol	indication	familial hyperlipidemia
Ezetimibe	indication	hyperlipidemia
Ezetimibe	indication	familial hyperlipidemia
Cholestyramine	indication	hyperlipidemia
Cholestyramine	indication	familial hyperlipidemia
Nicotinyl alcohol	indication	hyperlipidemia
Nicotinyl alcohol	indication	familial hyperlipidemia
Orlistat	indication	obesity disorder
Orlistat	indication	monogenic obesity
Diethylpropion	indication	monogenic obesity
Phendimetrazine	indication	obesity disorder
Phendimetrazine	indication	monogenic obesity
Lorcaserin	indication	obesity disorder
Lorcaserin	indication	monogenic obesity
Metamfetamine	indication	obesity disorder
Metamfetamine	indication	monogenic obesity
Chlorphentermine	indication	obesity disorder
Chlorphentermine	indication	monogenic obesity
Fenfluramine	indication	obesity disorder
Fenfluramine	indication	monogenic obesity
Bupropion	indication	monogenic obesity
Dexfenfluramine	indication	obesity disorder
Amphetamine	indication	obesity disorder
Amphetamine	indication	monogenic obesity
Cetilistat	indication	obesity disorder
Cetilistat	indication	monogenic obesity
Mazindol	indication	monogenic obesity
Mefenorex	indication	obesity disorder
Mefenorex	indication	monogenic obesity
Rimonabant	indication	obesity disorder
Rimonabant	indication	monogenic obesity
Naltrexone	indication	obesity disorder
Naltrexone	indication	monogenic obesity
Fenproporex	indication	obesity disorder
Fenproporex	indication	monogenic obesity
Benzphetamine	indication	monogenic obesity
Phenmetrazine	indication	obesity disorder
Phenmetrazine	indication	monogenic obesity
Phentermine	indication	obesity disorder
Sibutramine	indication	obesity disorder
Sibutramine	indication	monogenic obesity
Gemcitabine	indication	ovarian cancer
Gemcitabine	indication	ovarian adenocarcinoma
Gemcitabine	indication	hereditary breast ovarian cancer syndrome
Gemcitabine	indication	ovarian carcinosarcoma
Gemcitabine	indication	ovarian small cell carcinoma
Gemcitabine	indication	ovarian mucinous adenocarcinoma
Gemcitabine	indication	yolk sac tumor
Gemcitabine	indication	ovarian clear cell adenocarcinoma
Gemcitabine	indication	ovarian endometrioid adenocarcinoma
Gemcitabine	indication	borderline epithelial tumor of ovary
Gemcitabine	indication	malignant non-dysgerminomatous germ cell tumor of ovary
Gemcitabine	indication	familial ovarian cancer
Gemcitabine	indication	hereditary site-specific ovarian cancer syndrome
Gemcitabine	indication	primary non-gestational choriocarcinoma of ovary
Gemcitabine	indication	malignant germ cell tumor of ovary
Gemcitabine	indication	malignant sex cord stromal tumor of ovary
Gemcitabine	indication	immature ovarian teratoma
Gemcitabine	indication	maligant granulosa cell tumor of ovary
Gemcitabine	indication	malignant Sertoli-Leydig cell tumor of ovary
Gemcitabine	indication	theca steroid-producing cell malignant tumor of ovary, not further specified
Olaparib	indication	ovarian cancer
Olaparib	indication	ovarian adenocarcinoma
Olaparib	indication	hereditary breast ovarian cancer syndrome
Olaparib	indication	ovarian small cell carcinoma
Olaparib	indication	ovarian mucinous adenocarcinoma
Olaparib	indication	yolk sac tumor
Olaparib	indication	ovarian clear cell adenocarcinoma
Olaparib	indication	ovarian endometrioid adenocarcinoma
Olaparib	indication	borderline epithelial tumor of ovary
Olaparib	indication	malignant non-dysgerminomatous germ cell tumor of ovary
Olaparib	indication	familial ovarian cancer
Olaparib	indication	hereditary site-specific ovarian cancer syndrome
Olaparib	indication	primary non-gestational choriocarcinoma of ovary
Olaparib	indication	malignant germ cell tumor of ovary
Olaparib	indication	malignant sex cord stromal tumor of ovary
Olaparib	indication	immature ovarian teratoma
Olaparib	indication	malignant dysgerminomatous germ cell tumor of ovary
Olaparib	indication	maligant granulosa cell tumor of ovary
Olaparib	indication	malignant Sertoli-Leydig cell tumor of ovary
Olaparib	indication	theca steroid-producing cell malignant tumor of ovary, not further specified
Altretamine	indication	ovarian cancer
Altretamine	indication	ovarian adenocarcinoma
Altretamine	indication	ovarian carcinosarcoma
Altretamine	indication	ovarian small cell carcinoma
Altretamine	indication	ovarian mucinous adenocarcinoma
Altretamine	indication	yolk sac tumor
Altretamine	indication	ovarian clear cell adenocarcinoma
Altretamine	indication	ovarian endometrioid adenocarcinoma
Altretamine	indication	borderline epithelial tumor of ovary
Altretamine	indication	familial ovarian cancer
Altretamine	indication	primary non-gestational choriocarcinoma of ovary
Altretamine	indication	malignant germ cell tumor of ovary
Altretamine	indication	immature ovarian teratoma
Altretamine	indication	maligant granulosa cell tumor of ovary
Altretamine	indication	malignant Sertoli-Leydig cell tumor of ovary
Altretamine	indication	theca steroid-producing cell malignant tumor of ovary, not further specified
Thiotepa	indication	ovarian cancer
Thiotepa	indication	ovarian adenocarcinoma
Thiotepa	indication	hereditary breast ovarian cancer syndrome
Thiotepa	indication	ovarian carcinosarcoma
Thiotepa	indication	ovarian small cell carcinoma
Thiotepa	indication	ovarian mucinous adenocarcinoma
Thiotepa	indication	yolk sac tumor
Thiotepa	indication	ovarian clear cell adenocarcinoma
Thiotepa	indication	borderline epithelial tumor of ovary
Thiotepa	indication	malignant non-dysgerminomatous germ cell tumor of ovary
Thiotepa	indication	familial ovarian cancer
Thiotepa	indication	hereditary site-specific ovarian cancer syndrome
Thiotepa	indication	primary non-gestational choriocarcinoma of ovary
Thiotepa	indication	malignant germ cell tumor of ovary
Thiotepa	indication	malignant sex cord stromal tumor of ovary
Thiotepa	indication	immature ovarian teratoma
Thiotepa	indication	malignant dysgerminomatous germ cell tumor of ovary
Thiotepa	indication	maligant granulosa cell tumor of ovary
Thiotepa	indication	malignant Sertoli-Leydig cell tumor of ovary
Tretamine	indication	ovarian cancer
Tretamine	indication	hereditary breast ovarian cancer syndrome
Tretamine	indication	ovarian carcinosarcoma
Tretamine	indication	ovarian small cell carcinoma
Tretamine	indication	ovarian mucinous adenocarcinoma
Tretamine	indication	yolk sac tumor
Tretamine	indication	ovarian endometrioid adenocarcinoma
Tretamine	indication	borderline epithelial tumor of ovary
Tretamine	indication	malignant non-dysgerminomatous germ cell tumor of ovary
Tretamine	indication	familial ovarian cancer
Tretamine	indication	hereditary site-specific ovarian cancer syndrome
Tretamine	indication	malignant germ cell tumor of ovary
Tretamine	indication	malignant sex cord stromal tumor of ovary
Tretamine	indication	immature ovarian teratoma
Tretamine	indication	malignant dysgerminomatous germ cell tumor of ovary
Tretamine	indication	maligant granulosa cell tumor of ovary
Tretamine	indication	malignant Sertoli-Leydig cell tumor of ovary
Tretamine	indication	theca steroid-producing cell malignant tumor of ovary, not further specified
Carboplatin	indication	ovarian cancer
Carboplatin	indication	ovarian adenocarcinoma
Carboplatin	indication	hereditary breast ovarian cancer syndrome
Carboplatin	indication	ovarian carcinosarcoma
Carboplatin	indication	ovarian small cell carcinoma
Carboplatin	indication	ovarian mucinous adenocarcinoma
Carboplatin	indication	yolk sac tumor
Carboplatin	indication	ovarian endometrioid adenocarcinoma
Carboplatin	indication	borderline epithelial tumor of ovary
Carboplatin	indication	malignant non-dysgerminomatous germ cell tumor of ovary
Carboplatin	indication	familial ovarian cancer
Carboplatin	indication	hereditary site-specific ovarian cancer syndrome
Carboplatin	indication	primary non-gestational choriocarcinoma of ovary
Carboplatin	indication	malignant germ cell tumor of ovary
Carboplatin	indication	immature ovarian teratoma
Carboplatin	indication	malignant dysgerminomatous germ cell tumor of ovary
Carboplatin	indication	malignant Sertoli-Leydig cell tumor of ovary
Carboplatin	indication	theca steroid-producing cell malignant tumor of ovary, not further specified
Paclitaxel	indication	ovarian cancer
Paclitaxel	indication	ovarian adenocarcinoma
Paclitaxel	indication	hereditary breast ovarian cancer syndrome
Paclitaxel	indication	ovarian carcinosarcoma
Paclitaxel	indication	ovarian small cell carcinoma
Paclitaxel	indication	ovarian mucinous adenocarcinoma
Paclitaxel	indication	yolk sac tumor
Paclitaxel	indication	ovarian clear cell adenocarcinoma
Paclitaxel	indication	borderline epithelial tumor of ovary
Paclitaxel	indication	familial ovarian cancer
Paclitaxel	indication	hereditary site-specific ovarian cancer syndrome
Paclitaxel	indication	primary non-gestational choriocarcinoma of ovary
Paclitaxel	indication	malignant germ cell tumor of ovary
Paclitaxel	indication	malignant sex cord stromal tumor of ovary
Paclitaxel	indication	immature ovarian teratoma
Paclitaxel	indication	malignant dysgerminomatous germ cell tumor of ovary
Paclitaxel	indication	maligant granulosa cell tumor of ovary
Paclitaxel	indication	malignant Sertoli-Leydig cell tumor of ovary
Paclitaxel	indication	theca steroid-producing cell malignant tumor of ovary, not further specified
Rucaparib	indication	ovarian cancer
Rucaparib	indication	ovarian adenocarcinoma
Rucaparib	indication	hereditary breast ovarian cancer syndrome
Rucaparib	indication	ovarian carcinosarcoma
Rucaparib	indication	ovarian small cell carcinoma
Rucaparib	indication	ovarian mucinous adenocarcinoma
Rucaparib	indication	yolk sac tumor
Rucaparib	indication	ovarian clear cell adenocarcinoma
Rucaparib	indication	ovarian endometrioid adenocarcinoma
Rucaparib	indication	borderline epithelial tumor of ovary
Rucaparib	indication	malignant non-dysgerminomatous germ cell tumor of ovary
Rucaparib	indication	familial ovarian cancer
Rucaparib	indication	hereditary site-specific ovarian cancer syndrome
Rucaparib	indication	primary non-gestational choriocarcinoma of ovary
Rucaparib	indication	malignant germ cell tumor of ovary
Rucaparib	indication	malignant sex cord stromal tumor of ovary
Rucaparib	indication	malignant dysgerminomatous germ cell tumor of ovary
Rucaparib	indication	maligant granulosa cell tumor of ovary
Rucaparib	indication	theca steroid-producing cell malignant tumor of ovary, not further specified
Belotecan	indication	ovarian cancer
Belotecan	indication	ovarian adenocarcinoma
Belotecan	indication	hereditary breast ovarian cancer syndrome
Belotecan	indication	ovarian carcinosarcoma
Belotecan	indication	ovarian small cell carcinoma
Belotecan	indication	ovarian mucinous adenocarcinoma
Belotecan	indication	yolk sac tumor
Belotecan	indication	ovarian endometrioid adenocarcinoma
Belotecan	indication	borderline epithelial tumor of ovary
Belotecan	indication	malignant non-dysgerminomatous germ cell tumor of ovary
Belotecan	indication	familial ovarian cancer
Belotecan	indication	primary non-gestational choriocarcinoma of ovary
Belotecan	indication	malignant germ cell tumor of ovary
Belotecan	indication	malignant sex cord stromal tumor of ovary
Belotecan	indication	immature ovarian teratoma
Belotecan	indication	malignant dysgerminomatous germ cell tumor of ovary
Belotecan	indication	maligant granulosa cell tumor of ovary
Belotecan	indication	malignant Sertoli-Leydig cell tumor of ovary
Belotecan	indication	theca steroid-producing cell malignant tumor of ovary, not further specified
Doxorubicin	indication	ovarian adenocarcinoma
Doxorubicin	indication	hereditary breast ovarian cancer syndrome
Doxorubicin	indication	ovarian carcinosarcoma
Doxorubicin	indication	ovarian small cell carcinoma
Doxorubicin	indication	ovarian mucinous adenocarcinoma
Doxorubicin	indication	ovarian clear cell adenocarcinoma
Doxorubicin	indication	ovarian endometrioid adenocarcinoma
Doxorubicin	indication	borderline epithelial tumor of ovary
Doxorubicin	indication	malignant non-dysgerminomatous germ cell tumor of ovary
Doxorubicin	indication	familial ovarian cancer
Doxorubicin	indication	hereditary site-specific ovarian cancer syndrome
Doxorubicin	indication	primary non-gestational choriocarcinoma of ovary
Doxorubicin	indication	malignant germ cell tumor of ovary
Doxorubicin	indication	malignant sex cord stromal tumor of ovary
Doxorubicin	indication	immature ovarian teratoma
Doxorubicin	indication	malignant dysgerminomatous germ cell tumor of ovary
Doxorubicin	indication	maligant granulosa cell tumor of ovary
Doxorubicin	indication	malignant Sertoli-Leydig cell tumor of ovary
Doxorubicin	indication	theca steroid-producing cell malignant tumor of ovary, not further specified
Cisplatin	indication	ovarian cancer
Cisplatin	indication	ovarian adenocarcinoma
Cisplatin	indication	hereditary breast ovarian cancer syndrome
Cisplatin	indication	ovarian carcinosarcoma
Cisplatin	indication	ovarian small cell carcinoma
Cisplatin	indication	ovarian mucinous adenocarcinoma
Cisplatin	indication	yolk sac tumor
Cisplatin	indication	ovarian clear cell adenocarcinoma
Cisplatin	indication	ovarian endometrioid adenocarcinoma
Cisplatin	indication	borderline epithelial tumor of ovary
Cisplatin	indication	malignant non-dysgerminomatous germ cell tumor of ovary
Cisplatin	indication	familial ovarian cancer
Cisplatin	indication	hereditary site-specific ovarian cancer syndrome
Cisplatin	indication	primary non-gestational choriocarcinoma of ovary
Cisplatin	indication	malignant germ cell tumor of ovary
Cisplatin	indication	malignant sex cord stromal tumor of ovary
Cisplatin	indication	immature ovarian teratoma
Cisplatin	indication	malignant dysgerminomatous germ cell tumor of ovary
Cisplatin	indication	maligant granulosa cell tumor of ovary
Cisplatin	indication	malignant Sertoli-Leydig cell tumor of ovary
Cisplatin	indication	theca steroid-producing cell malignant tumor of ovary, not further specified
Melphalan	indication	ovarian cancer
Melphalan	indication	hereditary breast ovarian cancer syndrome
Melphalan	indication	ovarian carcinosarcoma
Melphalan	indication	ovarian mucinous adenocarcinoma
Melphalan	indication	yolk sac tumor
Melphalan	indication	ovarian endometrioid adenocarcinoma
Melphalan	indication	familial ovarian cancer
Melphalan	indication	primary non-gestational choriocarcinoma of ovary
Melphalan	indication	malignant germ cell tumor of ovary
Melphalan	indication	malignant sex cord stromal tumor of ovary
Melphalan	indication	immature ovarian teratoma
Melphalan	indication	malignant dysgerminomatous germ cell tumor of ovary
Melphalan	indication	maligant granulosa cell tumor of ovary
Melphalan	indication	theca steroid-producing cell malignant tumor of ovary, not further specified
Hydroxyurea	indication	ovarian cancer
Hydroxyurea	indication	ovarian adenocarcinoma
Hydroxyurea	indication	hereditary breast ovarian cancer syndrome
Hydroxyurea	indication	ovarian small cell carcinoma
Hydroxyurea	indication	yolk sac tumor
Hydroxyurea	indication	ovarian endometrioid adenocarcinoma
Hydroxyurea	indication	borderline epithelial tumor of ovary
Hydroxyurea	indication	malignant non-dysgerminomatous germ cell tumor of ovary
Hydroxyurea	indication	familial ovarian cancer
Hydroxyurea	indication	hereditary site-specific ovarian cancer syndrome
Hydroxyurea	indication	malignant germ cell tumor of ovary
Hydroxyurea	indication	malignant sex cord stromal tumor of ovary
Hydroxyurea	indication	immature ovarian teratoma
Hydroxyurea	indication	malignant dysgerminomatous germ cell tumor of ovary
Hydroxyurea	indication	maligant granulosa cell tumor of ovary
Hydroxyurea	indication	malignant Sertoli-Leydig cell tumor of ovary
Hydroxyurea	indication	theca steroid-producing cell malignant tumor of ovary, not further specified
Topotecan	indication	ovarian cancer
Topotecan	indication	hereditary breast ovarian cancer syndrome
Topotecan	indication	ovarian carcinosarcoma
Topotecan	indication	ovarian small cell carcinoma
Topotecan	indication	ovarian mucinous adenocarcinoma
Topotecan	indication	yolk sac tumor
Topotecan	indication	ovarian clear cell adenocarcinoma
Topotecan	indication	ovarian endometrioid adenocarcinoma
Topotecan	indication	borderline epithelial tumor of ovary
Topotecan	indication	malignant non-dysgerminomatous germ cell tumor of ovary
Topotecan	indication	familial ovarian cancer
Topotecan	indication	hereditary site-specific ovarian cancer syndrome
Topotecan	indication	primary non-gestational choriocarcinoma of ovary
Topotecan	indication	malignant sex cord stromal tumor of ovary
Topotecan	indication	immature ovarian teratoma
Topotecan	indication	malignant dysgerminomatous germ cell tumor of ovary
Topotecan	indication	theca steroid-producing cell malignant tumor of ovary, not further specified
Trabectedin	indication	ovarian cancer
Trabectedin	indication	ovarian adenocarcinoma
Trabectedin	indication	hereditary breast ovarian cancer syndrome
Trabectedin	indication	ovarian carcinosarcoma
Trabectedin	indication	ovarian small cell carcinoma
Trabectedin	indication	yolk sac tumor
Trabectedin	indication	ovarian clear cell adenocarcinoma
Trabectedin	indication	ovarian endometrioid adenocarcinoma
Trabectedin	indication	borderline epithelial tumor of ovary
Trabectedin	indication	malignant non-dysgerminomatous germ cell tumor of ovary
Trabectedin	indication	familial ovarian cancer
Trabectedin	indication	hereditary site-specific ovarian cancer syndrome
Trabectedin	indication	primary non-gestational choriocarcinoma of ovary
Trabectedin	indication	malignant sex cord stromal tumor of ovary
Trabectedin	indication	immature ovarian teratoma
Trabectedin	indication	malignant dysgerminomatous germ cell tumor of ovary
Trabectedin	indication	maligant granulosa cell tumor of ovary
Trabectedin	indication	malignant Sertoli-Leydig cell tumor of ovary
Trabectedin	indication	theca steroid-producing cell malignant tumor of ovary, not further specified
Estramustine	indication	prostate neoplasm
Estramustine	indication	prostate carcinoma
Flutamide	indication	prostate cancer
Flutamide	indication	prostate neoplasm
Acipimox	indication	hyperlipoproteinemia
Acipimox	indication	familial hyperlipidemia
Elagolix	indication	endometriosis (disease)
Elagolix	indication	endometriosis of uterus
Nafarelin	indication	endometriosis (disease)
Nafarelin	indication	endometriosis of uterus
Mestranol	indication	endometriosis (disease)
Mestranol	indication	endometriosis of uterus
Medroxyprogesterone acetate	indication	endometriosis (disease)
Medroxyprogesterone acetate	indication	endometriosis of uterus
Norethynodrel	indication	endometriosis (disease)
Norethynodrel	indication	endometriosis of uterus
Norethisterone	indication	endometriosis of uterus
Goserelin	indication	endometriosis (disease)
Progesterone	indication	endometriosis (disease)
Progesterone	indication	endometriosis of uterus
Leuprolide	indication	endometriosis (disease)
Danazol	indication	endometriosis (disease)
Danazol	indication	endometriosis of uterus
Tranexamic acid	indication	endometriosis (disease)
Medroxyprogesterone acetate	indication	endometrial cancer
Medroxyprogesterone acetate	indication	endometrium neoplasm
Medroxyprogesterone acetate	indication	uterine corpus cancer
Megestrol acetate	indication	endometrial carcinoma (disease)
Megestrol acetate	indication	endometrial cancer
Megestrol acetate	indication	endometrium neoplasm
Megestrol acetate	indication	uterine corpus cancer
Progesterone	indication	endometrial carcinoma (disease)
Progesterone	indication	endometrial cancer
Progesterone	indication	endometrium neoplasm
Progesterone	indication	uterine corpus cancer
Ergoloid mesylate	indication	dementia (disease)
Vinpocetine	indication	dementia (disease)
Dihydroergocornine	indication	dementia (disease)
Amlodipine	indication	stroke disorder
Amlodipine	indication	cerebrovascular disorder
Amlodipine	indication	obsolete susceptibility to ischemic stroke
Amlodipine	indication	cerebral infarction
Ramipril	indication	stroke disorder
Ramipril	indication	cerebrovascular disorder
Ramipril	indication	obsolete susceptibility to ischemic stroke
Ramipril	indication	cerebral infarction
Pravastatin	indication	stroke disorder
Pravastatin	indication	cerebrovascular disorder
Pravastatin	indication	obsolete susceptibility to ischemic stroke
Pravastatin	indication	cerebral infarction
Simvastatin	indication	stroke disorder
Simvastatin	indication	cerebrovascular disorder
Simvastatin	indication	obsolete susceptibility to ischemic stroke
Simvastatin	indication	cerebral infarction
Vorapaxar	indication	stroke disorder
Vorapaxar	indication	cerebrovascular disorder
Vorapaxar	indication	cerebral infarction
Rosuvastatin	indication	cerebrovascular disorder
Rosuvastatin	indication	obsolete susceptibility to ischemic stroke
Telmisartan	indication	stroke disorder
Telmisartan	indication	cerebrovascular disorder
Telmisartan	indication	obsolete susceptibility to ischemic stroke
Atorvastatin	indication	stroke disorder
Atorvastatin	indication	cerebrovascular disorder
Atorvastatin	indication	obsolete susceptibility to ischemic stroke
Atorvastatin	indication	cerebral infarction
Ardeparin	indication	pulmonary embolism (disease)
Heparin	indication	pulmonary embolism (disease)
Enoxaparin	indication	pulmonary embolism (disease)
Adomiparin	indication	pulmonary embolism (disease)
Dalteparin	indication	pulmonary embolism (disease)
Parnaparin	indication	pulmonary embolism (disease)
Warfarin	indication	pulmonary embolism (disease)
Fondaparinux	indication	pulmonary embolism (disease)
Givosiran	indication	hepatic porphyria
Lisinopril	indication	myocardial infarction (disease)
Lisinopril	indication	coronary thrombosis
Lisinopril	indication	myocardial infarction
Dicoumarol	indication	myocardial infarction (disease)
Dicoumarol	indication	coronary thrombosis
Dicoumarol	indication	myocardial infarction
Dicoumarol	indication	hemoglobinopathy
Metoprolol	indication	myocardial infarction
Metoprolol	indication	hemoglobinopathy
Acetylsalicylic acid	indication	myocardial infarction (disease)
Acetylsalicylic acid	indication	coronary thrombosis
Acetylsalicylic acid	indication	myocardial infarction
Acetylsalicylic acid	indication	hemoglobinopathy
Phenprocoumon	indication	coronary thrombosis
Phenprocoumon	indication	myocardial infarction
Atenolol	indication	myocardial infarction (disease)
Atenolol	indication	coronary thrombosis
Atenolol	indication	myocardial infarction
Atenolol	indication	hemoglobinopathy
Irinotecan	indication	metastasis from malignant tumor of colon
Aflibercept	indication	metastasis from malignant tumor of colon
Regorafenib	indication	metastasis from malignant tumor of colon
Oxaliplatin	indication	metastasis from malignant tumor of colon
Fluorouracil	indication	metastasis from malignant tumor of colon
Capecitabine	indication	metastasis from malignant tumor of colon
Etoposide	indication	small cell lung carcinoma
Doxorubicin	indication	small cell lung carcinoma
Topotecan	indication	small cell lung carcinoma
Temozolomide	indication	anaplastic astrocytoma
Temozolomide	indication	astrocytoma (excluding glioblastoma)
Diphenoxylate	indication	diarrheal disease
Morphine	indication	diarrheal disease
Loperamide	indication	diarrheal disease
Difenoxin	indication	diarrheal disease
Bismuth subsalicylate	indication	diarrheal disease
Telotristat ethyl	indication	diarrheal disease
Gemcitabine	indication	non-small cell lung carcinoma (disease)
Gemcitabine	indication	lung cancer
Ramucirumab	indication	non-small cell lung carcinoma (disease)
Ramucirumab	indication	lung cancer
