drug	disease	relation	source_scope	conflict_flag
Doxepin	multiple system atrophy	contraindication	overlap_with_setting_a	0
Doxepin	postural orthostatic tachycardia syndrome	contraindication	overlap_with_setting_a	0
Doxepin	orthostatic hypotension	contraindication	overlap_with_setting_a	0
Dutasteride	multiple system atrophy	contraindication	overlap_with_setting_a	0
Dutasteride	postural orthostatic tachycardia syndrome	contraindication	overlap_with_setting_a	0
Dutasteride	orthostatic hypotension	contraindication	overlap_with_setting_a	0
Silodosin	multiple system atrophy	contraindication	overlap_with_setting_a	0
Silodosin	postural orthostatic tachycardia syndrome	contraindication	overlap_with_setting_a	0
Silodosin	orthostatic hypotension	contraindication	overlap_with_setting_a	0
Tranylcypromine	multiple system atrophy	contraindication	overlap_with_setting_a	0
Tranylcypromine	postural orthostatic tachycardia syndrome	contraindication	overlap_with_setting_a	0
Tranylcypromine	orthostatic hypotension	contraindication	overlap_with_setting_a	0
Ziprasidone	multiple system atrophy	contraindication	overlap_with_setting_a	0
Ziprasidone	postural orthostatic tachycardia syndrome	contraindication	overlap_with_setting_a	0
Ziprasidone	orthostatic hypotension	contraindication	overlap_with_setting_a	0
Selegiline	multiple system atrophy	contraindication	overlap_with_setting_a	0
Selegiline	postural orthostatic tachycardia syndrome	contraindication	overlap_with_setting_a	0
Selegiline	orthostatic hypotension	contraindication	overlap_with_setting_a	0
Triflupromazine	multiple system atrophy	contraindication	overlap_with_setting_a	0
Triflupromazine	postural orthostatic tachycardia syndrome	contraindication	overlap_with_setting_a	0
Triflupromazine	orthostatic hypotension	contraindication	overlap_with_setting_a	0
Paliperidone	multiple system atrophy	contraindication	overlap_with_setting_a	0
Paliperidone	postural orthostatic tachycardia syndrome	contraindication	overlap_with_setting_a	0
Paliperidone	orthostatic hypotension	contraindication	overlap_with_setting_a	0
Rasagiline	multiple system atrophy	contraindication	overlap_with_setting_a	0
Rasagiline	postural orthostatic tachycardia syndrome	contraindication	overlap_with_setting_a	0
Rasagiline	orthostatic hypotension	contraindication	overlap_with_setting_a	0
Iloperidone	multiple system atrophy	contraindication	overlap_with_setting_a	0
Iloperidone	postural orthostatic tachycardia syndrome	contraindication	overlap_with_setting_a	0
Iloperidone	orthostatic hypotension	contraindication	overlap_with_setting_a	0
Olanzapine	multiple system atrophy	contraindication	overlap_with_setting_a	0
Olanzapine	postural orthostatic tachycardia syndrome	contraindication	overlap_with_setting_a	0
Olanzapine	orthostatic hypotension	contraindication	overlap_with_setting_a	0
Entacapone	multiple system atrophy	contraindication	overlap_with_setting_a	0
Entacapone	postural orthostatic tachycardia syndrome	contraindication	overlap_with_setting_a	0
Entacapone	orthostatic hypotension	contraindication	overlap_with_setting_a	0
Aripiprazole	multiple system atrophy	contraindication	overlap_with_setting_a	0
Aripiprazole	postural orthostatic tachycardia syndrome	contraindication	overlap_with_setting_a	0
Aripiprazole	orthostatic hypotension	contraindication	overlap_with_setting_a	0
Trifluoperazine	multiple system atrophy	contraindication	overlap_with_setting_a	0
Trifluoperazine	postural orthostatic tachycardia syndrome	contraindication	overlap_with_setting_a	0
Trifluoperazine	orthostatic hypotension	contraindication	overlap_with_setting_a	0
Duloxetine	multiple system atrophy	contraindication	overlap_with_setting_a	0
Duloxetine	postural orthostatic tachycardia syndrome	contraindication	overlap_with_setting_a	0
Duloxetine	orthostatic hypotension	contraindication	overlap_with_setting_a	0
Quetiapine	multiple system atrophy	contraindication	overlap_with_setting_a	0
Quetiapine	postural orthostatic tachycardia syndrome	contraindication	overlap_with_setting_a	0
Quetiapine	orthostatic hypotension	contraindication	overlap_with_setting_a	0
Risperidone	multiple system atrophy	contraindication	overlap_with_setting_a	0
Risperidone	postural orthostatic tachycardia syndrome	contraindication	overlap_with_setting_a	0
Risperidone	orthostatic hypotension	contraindication	overlap_with_setting_a	0
Tamsulosin	multiple system atrophy	contraindication	overlap_with_setting_a	0
Tamsulosin	postural orthostatic tachycardia syndrome	contraindication	overlap_with_setting_a	0
Tamsulosin	orthostatic hypotension	contraindication	overlap_with_setting_a	0
Pramipexole	multiple system atrophy	contraindication	overlap_with_setting_a	0
Pramipexole	postural orthostatic tachycardia syndrome	contraindication	overlap_with_setting_a	0
Pramipexole	orthostatic hypotension	contraindication	overlap_with_setting_a	0
Estradiol valerate	epilepsy	contraindication	overlap_with_setting_a	0
Disulfiram	epilepsy	contraindication	overlap_with_setting_a	0
Meropenem	epilepsy	contraindication	overlap_with_setting_a	0
Butamben	epilepsy	contraindication	overlap_with_setting_a	0
Tetracaine	epilepsy	contraindication	overlap_with_setting_a	0
Benzocaine	epilepsy	contraindication	overlap_with_setting_a	0
Venlafaxine	epilepsy	contraindication	overlap_with_setting_a	0
Desvenlafaxine	epilepsy	contraindication	overlap_with_setting_a	0
Guaifenesin	epilepsy	contraindication	overlap_with_setting_a	0
Milnacipran	epilepsy	contraindication	overlap_with_setting_a	0
Phenyltoloxamine	epilepsy	contraindication	overlap_with_setting_a	0
Mepyramine	epilepsy	contraindication	overlap_with_setting_a	0
Povidone	epilepsy	contraindication	overlap_with_setting_a	0
Povidone K30	epilepsy	contraindication	overlap_with_setting_a	0
Diethylpropion	epilepsy	contraindication	overlap_with_setting_a	0
Pseudoephedrine	epilepsy	contraindication	overlap_with_setting_a	0
Guaiacol	epilepsy	contraindication	overlap_with_setting_a	0
Salmeterol	epilepsy	contraindication	overlap_with_setting_a	0
Racementhol	epilepsy	contraindication	overlap_with_setting_a	0
Cefepime	epilepsy	contraindication	overlap_with_setting_a	0
Homatropine	epilepsy	contraindication	overlap_with_setting_a	0
Hydralazine	epilepsy	contraindication	overlap_with_setting_a	0
Brompheniramine	epilepsy	contraindication	overlap_with_setting_a	0
Pheniramine	epilepsy	contraindication	overlap_with_setting_a	0
Ciprofloxacin	epilepsy	contraindication	overlap_with_setting_a	0
Mirtazapine	epilepsy	contraindication	overlap_with_setting_a	0
Cinchocaine	epilepsy	contraindication	overlap_with_setting_a	0
Perazine	epilepsy	contraindication	overlap_with_setting_a	0
Alimemazine	epilepsy	contraindication	overlap_with_setting_a	0
Mometasone furoate	epilepsy	contraindication	overlap_with_setting_a	0
Nefazodone	epilepsy	contraindication	overlap_with_setting_a	0
Atomoxetine	epilepsy	contraindication	overlap_with_setting_a	0
Orphenadrine	epilepsy	contraindication	overlap_with_setting_a	0
Riboflavin	epilepsy	contraindication	overlap_with_setting_a	0
Methylprednisolone	epilepsy	contraindication	overlap_with_setting_a	0
Ofloxacin	epilepsy	contraindication	overlap_with_setting_a	0
Cilastatin	epilepsy	contraindication	overlap_with_setting_a	0
Chlorcyclizine	epilepsy	contraindication	overlap_with_setting_a	0
Cyclizine	epilepsy	contraindication	overlap_with_setting_a	0
Cisapride	epilepsy	contraindication	overlap_with_setting_a	0
Fluticasone propionate	epilepsy	contraindication	overlap_with_setting_a	0
Homatropine methylbromide	epilepsy	contraindication	overlap_with_setting_a	0
Levonorgestrel	epilepsy	contraindication	overlap_with_setting_a	0
Sertraline	epilepsy	contraindication	overlap_with_setting_a	0
Chlorthalidone	epilepsy	contraindication	overlap_with_setting_a	0
Potassium Iodide	epilepsy	contraindication	overlap_with_setting_a	0
Amantadine	epilepsy	contraindication	overlap_with_setting_a	0
Codeine	epilepsy	contraindication	overlap_with_setting_a	0
Fluoxymesterone	epilepsy	contraindication	overlap_with_setting_a	0
Sodium phosphate, monobasic	epilepsy	contraindication	overlap_with_setting_a	0
Isopropamide	epilepsy	contraindication	overlap_with_setting_a	0
Potassium chloride	epilepsy	contraindication	overlap_with_setting_a	0
Molindone	epilepsy	contraindication	overlap_with_setting_a	0
Trimipramine	epilepsy	contraindication	overlap_with_setting_a	0
Formoterol	epilepsy	contraindication	overlap_with_setting_a	0
Prilocaine	epilepsy	contraindication	overlap_with_setting_a	0
Nortriptyline	epilepsy	contraindication	overlap_with_setting_a	0
Medroxyprogesterone acetate	epilepsy	contraindication	overlap_with_setting_a	0
Norfloxacin	epilepsy	contraindication	overlap_with_setting_a	0
Fluphenazine	epilepsy	contraindication	overlap_with_setting_a	0
Hydroxyzine	epilepsy	contraindication	overlap_with_setting_a	0
Cycloserine	epilepsy	contraindication	overlap_with_setting_a	0
Norethisterone	epilepsy	contraindication	overlap_with_setting_a	0
Drospirenone	epilepsy	contraindication	overlap_with_setting_a	0
Echothiophate	epilepsy	contraindication	overlap_with_setting_a	0
Asenapine	epilepsy	contraindication	overlap_with_setting_a	0
Mitoxantrone	epilepsy	contraindication	overlap_with_setting_a	0
Salicylamide	epilepsy	contraindication	overlap_with_setting_a	0
Imipenem	epilepsy	contraindication	overlap_with_setting_a	0
Desonide	epilepsy	contraindication	overlap_with_setting_a	0
Paroxetine	epilepsy	contraindication	overlap_with_setting_a	0
Lisdexamfetamine	epilepsy	contraindication	overlap_with_setting_a	0
Bisacodyl	epilepsy	contraindication	overlap_with_setting_a	0
Ipratropium	epilepsy	contraindication	overlap_with_setting_a	0
Tetracycline	epilepsy	contraindication	overlap_with_setting_a	0
Tridihexethyl	epilepsy	contraindication	overlap_with_setting_a	0
Cysteamine	epilepsy	contraindication	overlap_with_setting_a	0
Edetic acid	epilepsy	contraindication	overlap_with_setting_a	0
Cyclosporine	epilepsy	contraindication	overlap_with_setting_a	0
Citalopram	epilepsy	contraindication	overlap_with_setting_a	0
Neostigmine	epilepsy	contraindication	overlap_with_setting_a	0
Levodopa	epilepsy	contraindication	overlap_with_setting_a	0
Isocarboxazid	epilepsy	contraindication	overlap_with_setting_a	0
Phenylephrine	epilepsy	contraindication	overlap_with_setting_a	0
Dyclonine	epilepsy	contraindication	overlap_with_setting_a	0
Orciprenaline	epilepsy	contraindication	overlap_with_setting_a	0
Chlorothiazide	epilepsy	contraindication	overlap_with_setting_a	0
Hydrochlorothiazide	epilepsy	contraindication	overlap_with_setting_a	0
Lindane	epilepsy	contraindication	overlap_with_setting_a	0
Theophylline	epilepsy	contraindication	overlap_with_setting_a	0
Promazine	epilepsy	contraindication	overlap_with_setting_a	0
Perphenazine	epilepsy	contraindication	overlap_with_setting_a	0
Prochlorperazine	epilepsy	contraindication	overlap_with_setting_a	0
Chlordiazepoxide	epilepsy	contraindication	overlap_with_setting_a	0
Testosterone	epilepsy	contraindication	overlap_with_setting_a	0
Testosterone cypionate	epilepsy	contraindication	overlap_with_setting_a	0
Methyltestosterone	epilepsy	contraindication	overlap_with_setting_a	0
Pyrimethamine	epilepsy	contraindication	overlap_with_setting_a	0
Caffeine	epilepsy	contraindication	overlap_with_setting_a	0
Progesterone	epilepsy	contraindication	overlap_with_setting_a	0
Ethinylestradiol	epilepsy	contraindication	overlap_with_setting_a	0
Meprobamate	epilepsy	contraindication	overlap_with_setting_a	0
Physostigmine	epilepsy	contraindication	overlap_with_setting_a	0
Morphine	epilepsy	contraindication	overlap_with_setting_a	0
Serine	epilepsy	contraindication	overlap_with_setting_a	0
Mesoridazine	epilepsy	contraindication	overlap_with_setting_a	0
Sunitinib	epilepsy	contraindication	overlap_with_setting_a	0
Praziquantel	epilepsy	contraindication	overlap_with_setting_a	0
Dinoprost	epilepsy	contraindication	overlap_with_setting_a	0
Fluoxetine	epilepsy	contraindication	overlap_with_setting_a	0
Fluvoxamine	epilepsy	contraindication	overlap_with_setting_a	0
Chloroquine	epilepsy	contraindication	overlap_with_setting_a	0
Metamfetamine	epilepsy	contraindication	overlap_with_setting_a	0
Mefloquine	epilepsy	contraindication	overlap_with_setting_a	0
Indomethacin	epilepsy	contraindication	overlap_with_setting_a	0
Estrone	epilepsy	contraindication	overlap_with_setting_a	0
Prednisone	epilepsy	contraindication	overlap_with_setting_a	0
Haloperidol	epilepsy	contraindication	overlap_with_setting_a	0
Budesonide	epilepsy	contraindication	overlap_with_setting_a	0
Phenelzine	epilepsy	contraindication	overlap_with_setting_a	0
Dextroamphetamine	epilepsy	contraindication	overlap_with_setting_a	0
Epinephrine	epilepsy	contraindication	overlap_with_setting_a	0
Scopolamine	epilepsy	contraindication	overlap_with_setting_a	0
Dalfampridine	epilepsy	contraindication	overlap_with_setting_a	0
Sodium oxybate	epilepsy	contraindication	overlap_with_setting_a	0
Ascorbic acid	epilepsy	contraindication	overlap_with_setting_a	0
Reserpine	epilepsy	contraindication	overlap_with_setting_a	0
Chlorpromazine	epilepsy	contraindication	overlap_with_setting_a	0
Imipramine	epilepsy	contraindication	overlap_with_setting_a	0
Amitriptyline	epilepsy	contraindication	overlap_with_setting_a	0
Desipramine	epilepsy	contraindication	overlap_with_setting_a	0
Thalidomide	epilepsy	contraindication	overlap_with_setting_a	0
Estradiol	epilepsy	contraindication	overlap_with_setting_a	0
Prednisolone	epilepsy	contraindication	overlap_with_setting_a	0
Hydrocortisone	epilepsy	contraindication	overlap_with_setting_a	0
Cortisone acetate	epilepsy	contraindication	overlap_with_setting_a	0
Hydrocortisone acetate	epilepsy	contraindication	overlap_with_setting_a	0
Dexamethasone	epilepsy	contraindication	overlap_with_setting_a	0
Carbinoxamine	epilepsy	contraindication	overlap_with_setting_a	0
Triprolidine	epilepsy	contraindication	overlap_with_setting_a	0
Hydromorphone	epilepsy	contraindication	overlap_with_setting_a	0
Naloxone	epilepsy	contraindication	overlap_with_setting_a	0
Metronidazole	epilepsy	contraindication	overlap_with_setting_a	0
Protriptyline	epilepsy	contraindication	overlap_with_setting_a	0
Dexmethylphenidate	epilepsy	contraindication	overlap_with_setting_a	0
Capsaicin	epilepsy	contraindication	overlap_with_setting_a	0
Bupivacaine	epilepsy	contraindication	overlap_with_setting_a	0
Betamethasone	epilepsy	contraindication	overlap_with_setting_a	0
Lurasidone	epilepsy	contraindication	overlap_with_setting_a	0
Metoclopramide	epilepsy	contraindication	overlap_with_setting_a	0
Dinoprostone	epilepsy	contraindication	overlap_with_setting_a	0
Galantamine	epilepsy	contraindication	overlap_with_setting_a	0
Norgestimate	epilepsy	contraindication	overlap_with_setting_a	0
Bupropion	epilepsy	contraindication	overlap_with_setting_a	0
Polythiazide	epilepsy	contraindication	overlap_with_setting_a	0
Levosalbutamol	epilepsy	contraindication	overlap_with_setting_a	0
Thiothixene	epilepsy	contraindication	overlap_with_setting_a	0
Tacrine	epilepsy	contraindication	overlap_with_setting_a	0
Levomefolic acid	epilepsy	contraindication	overlap_with_setting_a	0
Testosterone enanthate	epilepsy	contraindication	overlap_with_setting_a	0
Estradiol cypionate	epilepsy	contraindication	overlap_with_setting_a	0
Doxapram	epilepsy	contraindication	overlap_with_setting_a	0
Chlorambucil	epilepsy	contraindication	overlap_with_setting_a	0
Acetylcarnitine	epilepsy	contraindication	overlap_with_setting_a	0
Clomipramine	epilepsy	contraindication	overlap_with_setting_a	0
Amphetamine	epilepsy	contraindication	overlap_with_setting_a	0
Estramustine	epilepsy	contraindication	overlap_with_setting_a	0
Ephedrine	epilepsy	contraindication	overlap_with_setting_a	0
Calcium gluconate	epilepsy	contraindication	overlap_with_setting_a	0
Carbidopa	epilepsy	contraindication	overlap_with_setting_a	0
Acetophenazine	epilepsy	contraindication	overlap_with_setting_a	0
Tramadol	epilepsy	contraindication	overlap_with_setting_a	0
Dexchlorpheniramine	epilepsy	contraindication	overlap_with_setting_a	0
Polyethylene glycol	epilepsy	contraindication	overlap_with_setting_a	0
Polyethylene glycol 400	epilepsy	contraindication	overlap_with_setting_a	0
Polyethylene glycol 300	epilepsy	contraindication	overlap_with_setting_a	0
Polyethylene glycol 3500	epilepsy	contraindication	overlap_with_setting_a	0
Terbutaline	epilepsy	contraindication	overlap_with_setting_a	0
Naproxen	epilepsy	contraindication	overlap_with_setting_a	0
Daunorubicin	epilepsy	contraindication	overlap_with_setting_a	0
Pimozide	epilepsy	contraindication	overlap_with_setting_a	0
Tenofovir disoproxil	epilepsy	contraindication	overlap_with_setting_a	0
Loxapine	epilepsy	contraindication	overlap_with_setting_a	0
Tinidazole	epilepsy	contraindication	overlap_with_setting_a	0
Magnesium salicylate	epilepsy	contraindication	overlap_with_setting_a	0
Salbutamol	epilepsy	contraindication	overlap_with_setting_a	0
Gemifloxacin	epilepsy	contraindication	overlap_with_setting_a	0
Danazol	epilepsy	contraindication	overlap_with_setting_a	0
Tadalafil	epilepsy	contraindication	overlap_with_setting_a	0
Doxepin	epilepsy	contraindication	overlap_with_setting_a	0
Naltrexone	epilepsy	contraindication	overlap_with_setting_a	0
Linezolid	epilepsy	contraindication	overlap_with_setting_a	0
Vilazodone	epilepsy	contraindication	overlap_with_setting_a	0
Ibuprofen	epilepsy	contraindication	overlap_with_setting_a	0
Tranylcypromine	epilepsy	contraindication	overlap_with_setting_a	0
Efavirenz	epilepsy	contraindication	overlap_with_setting_a	0
Carmustine	epilepsy	contraindication	overlap_with_setting_a	0
Ertapenem	epilepsy	contraindication	overlap_with_setting_a	0
Quinestrol	epilepsy	contraindication	overlap_with_setting_a	0
Moxifloxacin	epilepsy	contraindication	overlap_with_setting_a	0
Bismuth subsalicylate	epilepsy	contraindication	overlap_with_setting_a	0
Phenylpropanolamine	epilepsy	contraindication	overlap_with_setting_a	0
Tenofovir	epilepsy	contraindication	overlap_with_setting_a	0
Ziprasidone	epilepsy	contraindication	overlap_with_setting_a	0
Triflupromazine	epilepsy	contraindication	overlap_with_setting_a	0
Paliperidone	epilepsy	contraindication	overlap_with_setting_a	0
Emtricitabine	epilepsy	contraindication	overlap_with_setting_a	0
Bacitracin	epilepsy	contraindication	overlap_with_setting_a	0
Amoxapine	epilepsy	contraindication	overlap_with_setting_a	0
Zanamivir	epilepsy	contraindication	overlap_with_setting_a	0
Lidocaine	epilepsy	contraindication	overlap_with_setting_a	0
Rasagiline	epilepsy	contraindication	overlap_with_setting_a	0
Hydroflumethiazide	epilepsy	contraindication	overlap_with_setting_a	0
Methyclothiazide	epilepsy	contraindication	overlap_with_setting_a	0
Phenmetrazine	epilepsy	contraindication	overlap_with_setting_a	0
Iloperidone	epilepsy	contraindication	overlap_with_setting_a	0
Trichlormethiazide	epilepsy	contraindication	overlap_with_setting_a	0
Olanzapine	epilepsy	contraindication	overlap_with_setting_a	0
Chlorpheniramine	epilepsy	contraindication	overlap_with_setting_a	0
Dexbrompheniramine	epilepsy	contraindication	overlap_with_setting_a	0
Entacapone	epilepsy	contraindication	overlap_with_setting_a	0
Magnesium oxide	epilepsy	contraindication	overlap_with_setting_a	0
Aripiprazole	epilepsy	contraindication	overlap_with_setting_a	0
Escitalopram	epilepsy	contraindication	overlap_with_setting_a	0
Dextromethorphan	epilepsy	contraindication	overlap_with_setting_a	0
Butabarbital	epilepsy	contraindication	overlap_with_setting_a	0
Hydrocodone	epilepsy	contraindication	overlap_with_setting_a	0
Dihydrocodeine	epilepsy	contraindication	overlap_with_setting_a	0
Triamcinolone	epilepsy	contraindication	overlap_with_setting_a	0
Rivastigmine	epilepsy	contraindication	overlap_with_setting_a	0
Ammonium chloride	epilepsy	contraindication	overlap_with_setting_a	0
Nelarabine	epilepsy	contraindication	overlap_with_setting_a	0
Donepezil	epilepsy	contraindication	overlap_with_setting_a	0
Bromodiphenhydramine	epilepsy	contraindication	overlap_with_setting_a	0
Trifluoperazine	epilepsy	contraindication	overlap_with_setting_a	0
Duloxetine	epilepsy	contraindication	overlap_with_setting_a	0
Chlorprothixene	epilepsy	contraindication	overlap_with_setting_a	0
Methylphenidate	epilepsy	contraindication	overlap_with_setting_a	0
Ergotamine	epilepsy	contraindication	overlap_with_setting_a	0
Quetiapine	epilepsy	contraindication	overlap_with_setting_a	0
Piperazine	epilepsy	contraindication	overlap_with_setting_a	0
Phenol	epilepsy	contraindication	overlap_with_setting_a	0
Resorcinol	epilepsy	contraindication	overlap_with_setting_a	0
Sibutramine	epilepsy	contraindication	overlap_with_setting_a	0
Risperidone	epilepsy	contraindication	overlap_with_setting_a	0
Tacrolimus	epilepsy	contraindication	overlap_with_setting_a	0
Sumatriptan	epilepsy	contraindication	overlap_with_setting_a	0
Maprotiline	epilepsy	contraindication	overlap_with_setting_a	0
Levofloxacin	epilepsy	contraindication	overlap_with_setting_a	0
Perazine	basal ganglia disease	contraindication	overlap_with_setting_a	0
Perazine	focal hand dystonia	contraindication	overlap_with_setting_a	0
Perazine	blepharospasm	contraindication	overlap_with_setting_a	0
Alimemazine	basal ganglia disease	contraindication	overlap_with_setting_a	0
Alimemazine	focal hand dystonia	contraindication	overlap_with_setting_a	0
Alimemazine	blepharospasm	contraindication	overlap_with_setting_a	0
Isopropamide	basal ganglia disease	contraindication	overlap_with_setting_a	0
Isopropamide	focal hand dystonia	contraindication	overlap_with_setting_a	0
Isopropamide	blepharospasm	contraindication	overlap_with_setting_a	0
Fluphenazine	basal ganglia disease	contraindication	overlap_with_setting_a	0
Fluphenazine	focal hand dystonia	contraindication	overlap_with_setting_a	0
Fluphenazine	blepharospasm	contraindication	overlap_with_setting_a	0
Metyrosine	basal ganglia disease	contraindication	overlap_with_setting_a	0
Metyrosine	focal hand dystonia	contraindication	overlap_with_setting_a	0
Metyrosine	blepharospasm	contraindication	overlap_with_setting_a	0
Promazine	basal ganglia disease	contraindication	overlap_with_setting_a	0
Promazine	focal hand dystonia	contraindication	overlap_with_setting_a	0
Promazine	blepharospasm	contraindication	overlap_with_setting_a	0
Perphenazine	basal ganglia disease	contraindication	overlap_with_setting_a	0
Perphenazine	focal hand dystonia	contraindication	overlap_with_setting_a	0
Perphenazine	blepharospasm	contraindication	overlap_with_setting_a	0
Prochlorperazine	basal ganglia disease	contraindication	overlap_with_setting_a	0
Prochlorperazine	focal hand dystonia	contraindication	overlap_with_setting_a	0
Prochlorperazine	blepharospasm	contraindication	overlap_with_setting_a	0
Estrone	basal ganglia disease	contraindication	overlap_with_setting_a	0
Estrone	focal hand dystonia	contraindication	overlap_with_setting_a	0
Estrone	blepharospasm	contraindication	overlap_with_setting_a	0
Haloperidol	basal ganglia disease	contraindication	overlap_with_setting_a	0
Haloperidol	focal hand dystonia	contraindication	overlap_with_setting_a	0
Haloperidol	blepharospasm	contraindication	overlap_with_setting_a	0
Chlorpromazine	basal ganglia disease	contraindication	overlap_with_setting_a	0
Chlorpromazine	focal hand dystonia	contraindication	overlap_with_setting_a	0
Chlorpromazine	blepharospasm	contraindication	overlap_with_setting_a	0
Amitriptyline	basal ganglia disease	contraindication	overlap_with_setting_a	0
Amitriptyline	focal hand dystonia	contraindication	overlap_with_setting_a	0
Amitriptyline	blepharospasm	contraindication	overlap_with_setting_a	0
Acetophenazine	basal ganglia disease	contraindication	overlap_with_setting_a	0
Acetophenazine	focal hand dystonia	contraindication	overlap_with_setting_a	0
Acetophenazine	blepharospasm	contraindication	overlap_with_setting_a	0
Ziprasidone	basal ganglia disease	contraindication	overlap_with_setting_a	0
Ziprasidone	focal hand dystonia	contraindication	overlap_with_setting_a	0
Ziprasidone	blepharospasm	contraindication	overlap_with_setting_a	0
Triflupromazine	basal ganglia disease	contraindication	overlap_with_setting_a	0
Triflupromazine	focal hand dystonia	contraindication	overlap_with_setting_a	0
Triflupromazine	blepharospasm	contraindication	overlap_with_setting_a	0
Paliperidone	basal ganglia disease	contraindication	overlap_with_setting_a	0
Paliperidone	focal hand dystonia	contraindication	overlap_with_setting_a	0
Paliperidone	blepharospasm	contraindication	overlap_with_setting_a	0
Rivastigmine	basal ganglia disease	contraindication	overlap_with_setting_a	0
Rivastigmine	focal hand dystonia	contraindication	overlap_with_setting_a	0
Rivastigmine	blepharospasm	contraindication	overlap_with_setting_a	0
Quetiapine	basal ganglia disease	contraindication	overlap_with_setting_a	0
Quetiapine	focal hand dystonia	contraindication	overlap_with_setting_a	0
Quetiapine	blepharospasm	contraindication	overlap_with_setting_a	0
Guaifenesin	insomnia (disease)	contraindication	overlap_with_setting_a	0
Phenyltoloxamine	insomnia (disease)	contraindication	overlap_with_setting_a	0
Pheniramine	insomnia (disease)	contraindication	overlap_with_setting_a	0
Orphenadrine	insomnia (disease)	contraindication	overlap_with_setting_a	0
Riboflavin	insomnia (disease)	contraindication	overlap_with_setting_a	0
Codeine	insomnia (disease)	contraindication	overlap_with_setting_a	0
Salicylamide	insomnia (disease)	contraindication	overlap_with_setting_a	0
Phenylephrine	insomnia (disease)	contraindication	overlap_with_setting_a	0
Caffeine	insomnia (disease)	contraindication	overlap_with_setting_a	0
Phenobarbital	insomnia (disease)	contraindication	overlap_with_setting_a	0
Calcium gluconate	insomnia (disease)	contraindication	overlap_with_setting_a	0
Magnesium salicylate	insomnia (disease)	contraindication	overlap_with_setting_a	0
Phenylpropanolamine	insomnia (disease)	contraindication	overlap_with_setting_a	0
Chlorpheniramine	insomnia (disease)	contraindication	overlap_with_setting_a	0
Dihydrocodeine	insomnia (disease)	contraindication	overlap_with_setting_a	0
Ammonium chloride	insomnia (disease)	contraindication	overlap_with_setting_a	0
Ergotamine	insomnia (disease)	contraindication	overlap_with_setting_a	0
Zafirlukast	insomnia (disease)	contraindication	overlap_with_setting_a	0
Guaifenesin	chronic obstructive pulmonary disease	contraindication	overlap_with_setting_a	0
Guaifenesin	COPD, severe early onset	contraindication	overlap_with_setting_a	0
Pilocarpine	chronic obstructive pulmonary disease	contraindication	overlap_with_setting_a	0
Pilocarpine	COPD, severe early onset	contraindication	overlap_with_setting_a	0
Phenyltoloxamine	chronic obstructive pulmonary disease	contraindication	overlap_with_setting_a	0
Phenyltoloxamine	COPD, severe early onset	contraindication	overlap_with_setting_a	0
Mepyramine	chronic obstructive pulmonary disease	contraindication	overlap_with_setting_a	0
Mepyramine	COPD, severe early onset	contraindication	overlap_with_setting_a	0
Pseudoephedrine	chronic obstructive pulmonary disease	contraindication	overlap_with_setting_a	0
Pseudoephedrine	COPD, severe early onset	contraindication	overlap_with_setting_a	0
Brompheniramine	chronic obstructive pulmonary disease	contraindication	overlap_with_setting_a	0
Brompheniramine	COPD, severe early onset	contraindication	overlap_with_setting_a	0
Pheniramine	chronic obstructive pulmonary disease	contraindication	overlap_with_setting_a	0
Pheniramine	COPD, severe early onset	contraindication	overlap_with_setting_a	0
Benzatropine	chronic obstructive pulmonary disease	contraindication	overlap_with_setting_a	0
Benzatropine	COPD, severe early onset	contraindication	overlap_with_setting_a	0
Itraconazole	chronic obstructive pulmonary disease	contraindication	overlap_with_setting_a	0
Itraconazole	COPD, severe early onset	contraindication	overlap_with_setting_a	0
Ganciclovir	chronic obstructive pulmonary disease	contraindication	overlap_with_setting_a	0
Ganciclovir	COPD, severe early onset	contraindication	overlap_with_setting_a	0
Iloprost	chronic obstructive pulmonary disease	contraindication	overlap_with_setting_a	0
Iloprost	COPD, severe early onset	contraindication	overlap_with_setting_a	0
Butobarbital	chronic obstructive pulmonary disease	contraindication	overlap_with_setting_a	0
Butobarbital	COPD, severe early onset	contraindication	overlap_with_setting_a	0
Pentoxyverine	chronic obstructive pulmonary disease	contraindication	overlap_with_setting_a	0
Pentoxyverine	COPD, severe early onset	contraindication	overlap_with_setting_a	0
Potassium Iodide	chronic obstructive pulmonary disease	contraindication	overlap_with_setting_a	0
Potassium Iodide	COPD, severe early onset	contraindication	overlap_with_setting_a	0
Pentobarbital	chronic obstructive pulmonary disease	contraindication	overlap_with_setting_a	0
Pentobarbital	COPD, severe early onset	contraindication	overlap_with_setting_a	0
Secobarbital	chronic obstructive pulmonary disease	contraindication	overlap_with_setting_a	0
Secobarbital	COPD, severe early onset	contraindication	overlap_with_setting_a	0
Codeine	chronic obstructive pulmonary disease	contraindication	overlap_with_setting_a	0
Codeine	COPD, severe early onset	contraindication	overlap_with_setting_a	0
Potassium chloride	chronic obstructive pulmonary disease	contraindication	overlap_with_setting_a	0
Potassium chloride	COPD, severe early onset	contraindication	overlap_with_setting_a	0
Salicylamide	chronic obstructive pulmonary disease	contraindication	overlap_with_setting_a	0
Salicylamide	COPD, severe early onset	contraindication	overlap_with_setting_a	0
Midazolam	chronic obstructive pulmonary disease	contraindication	overlap_with_setting_a	0
